,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
18,5.0,Marvin FriedrichM. FriedrichCentre-Back,Marvin Friedrich,"Dec 13, 1995 (26)",,€10.00m
19,,Marvin FriedrichM. Friedrich,,,,
20,,Centre-Back,,,,
21,15.0,Jordan BeyerJ. Beyer Centre-Back,Jordan Beyer,"May 19, 2000 (22)",,€3.00m
22,,Jordan BeyerJ. Beyer,,,,
23,,Centre-Back,,,,
24,24.0,Tony JantschkeT. Jantschke Centre-Back,Tony Jantschke,"Apr 7, 1990 (32)",,€1.20m
25,,Tony JantschkeT. Jantschke,,,,
26,,Centre-Back,,,,
27,4.0,Mamadou DoucouréM. DoucouréCentre-Back,Mamadou Doucouré,"May 21, 1998 (24)",,€100Th.
28,,Mamadou DoucouréM. Doucouré,,,,
29,,Centre-Back,,,,
30,25.0,Ramy BensebainiR. BensebainiLeft-Back,Ramy Bensebaini,"Apr 16, 1995 (27)",,€17.00m
31,,Ramy BensebainiR. Bensebaini,,,,
32,,Left-Back,,,,
33,20.0,Luca NetzLuca NetzLeft-Back,Luca Netz,"May 15, 2003 (19)",,€5.00m
34,,Luca NetzLuca Netz,,,,
35,,Left-Back,,,,
36,29.0,Joe ScallyJ. ScallyRight-Back,Joe Scally,"Dec 31, 2002 (19)",,€8.00m
37,,Joe ScallyJ. Scally,,,,
38,,Right-Back,,,,
39,18.0,Stefan LainerS. LainerRight-Back,Stefan Lainer,"Aug 27, 1992 (29)",,€6.00m
40,,Stefan LainerS. Lainer,,,,
41,,Right-Back,,,,
42,6.0,Christoph KramerC. KramerDefensive Midfield,Christoph Kramer,"Feb 19, 1991 (31)",,€4.00m
43,,Christoph KramerC. Kramer,,,,
44,,Defensive Midfield,,,,
45,32.0,Florian NeuhausF. NeuhausCentral Midfield,Florian Neuhaus,"Mar 16, 1997 (25)",,€22.00m
46,,Florian NeuhausF. Neuhaus,,,,
47,,Central Midfield,,,,
48,17.0,Kouadio KonéK. KonéCentral Midfield,Kouadio Koné,"May 17, 2001 (21)",,€15.00m
49,,Kouadio KonéK. Koné,,,,
50,,Central Midfield,,,,
51,22.0,Lászlo BénesL. BénesCentral Midfield,Lászlo Bénes,"Sep 9, 1997 (24)",,€3.50m
52,,Lászlo BénesL. Bénes,,,,
53,,Central Midfield,,,,
54,37.0,Keanan BennettsK. BennettsLeft Midfield,Keanan Bennetts,"Mar 9, 1999 (23)",,€1.30m
55,,Keanan BennettsK. Bennetts,,,,
56,,Left Midfield,,,,
57,13.0,Lars StindlL. Stindl Attacking Midfield,Lars Stindl,"Aug 26, 1988 (33)",,€3.50m
58,,Lars StindlL. Stindl,,,,
59,,Attacking Midfield,,,,
60,10.0,Marcus ThuramM. ThuramLeft Winger,Marcus Thuram,"Aug 6, 1997 (24)",,€20.00m
61,,Marcus ThuramM. Thuram,,,,
62,,Left Winger,,,,
63,23.0,Jonas HofmannJ. HofmannRight Winger,Jonas Hofmann,"Jul 14, 1992 (29)",,€16.00m
64,,Jonas HofmannJ. Hofmann,,,,
65,,Right Winger,,,,
66,7.0,Patrick HerrmannP. HerrmannRight Winger,Patrick Herrmann,"Feb 12, 1991 (31)",,€2.50m
67,,Patrick HerrmannP. Herrmann,,,,
68,,Right Winger,,,,
69,34.0,Conor NoßC. NoßSecond Striker,Conor Noß,"Jan 1, 2001 (21)",,€400Th.
70,,Conor NoßC. Noß,,,,
71,,Second Striker,,,,
72,14.0,Alassane PleaA. PleaCentre-Forward,Alassane Plea,"Mar 10, 1993 (29)",,€15.00m
73,,Alassane PleaA. Plea,,,,
74,,Centre-Forward,,,,
75,36.0,Breel EmboloB. EmboloCentre-Forward,Breel Embolo,"Feb 14, 1997 (25)",,€14.00m
76,,Breel EmboloB. Embolo,,,,
77,,Centre-Forward,,,,
0,20.0,Marvin SchwäbeM. SchwäbeGoalkeeper,Marvin Schwäbe,"Apr 25, 1995 (27)",,€3.00m
1,,Marvin SchwäbeM. Schwäbe,,,,
2,,Goalkeeper,,,,
3,1.0,Timo HornTimo HornGoalkeeper,Timo Horn,"May 12, 1993 (29)",,€2.80m
4,,Timo HornTimo Horn,,,,
5,,Goalkeeper,,,,
6,40.0,Jonas UrbigJ. UrbigGoalkeeper,Jonas Urbig,"Aug 8, 2003 (18)",,€300Th.
7,,Jonas UrbigJ. Urbig,,,,
8,,Goalkeeper,,,,
9,44.0,Matthias KöbbingM. KöbbingGoalkeeper,Matthias Köbbing,"May 28, 1997 (25)",,€25Th.
10,,Matthias KöbbingM. Köbbing,,,,
11,,Goalkeeper,,,,
12,15.0,Luca KilianL. KilianCentre-Back,Luca Kilian,"Sep 1, 1999 (22)",,€4.00m
13,,Luca KilianL. Kilian,,,,
14,,Centre-Back,,,,
15,4.0,Timo HübersT. HübersCentre-Back,Timo Hübers,"Jul 20, 1996 (25)",,€3.00m
16,,Timo HübersT. Hübers,,,,
17,,Centre-Back,,,,
18,24.0,Julian ChabotJ. ChabotCentre-Back,Julian Chabot,"Feb 12, 1998 (24)",,€2.80m
19,,Julian ChabotJ. Chabot,,,,
20,,Centre-Back,,,,
21,5.0,Bright Arrey-MbiB. Arrey-MbiCentre-Back,Bright Arrey-Mbi,"Mar 26, 2003 (19)",,€1.30m
22,,Bright Arrey-MbiB. Arrey-Mbi,,,,
23,,Centre-Back,,,,
24,14.0,Jonas HectorJ. Hector Left-Back,Jonas Hector,"May 27, 1990 (32)",,€4.00m
25,,Jonas HectorJ. Hector,,,,
26,,Left-Back,,,,
27,23.0,Jannes HornJ. HornLeft-Back,Jannes Horn,"Feb 6, 1997 (25)",,€3.00m
28,,Jannes HornJ. Horn,,,,
29,,Left-Back,,,,
30,2.0,Benno SchmitzB. SchmitzRight-Back,Benno Schmitz,"Nov 17, 1994 (27)",,€2.50m
31,,Benno SchmitzB. Schmitz,,,,
32,,Right-Back,,,,
33,19.0,Kingsley EhizibueK. EhizibueRight-Back,Kingsley Ehizibue,"May 25, 1995 (27)",,€1.30m
34,,Kingsley EhizibueK. Ehizibue,,,,
35,,Right-Back,,,,
36,28.0,Ellyes SkhiriE. SkhiriDefensive Midfield,Ellyes Skhiri,"May 10, 1995 (27)",,€13.00m
37,,Ellyes SkhiriE. Skhiri,,,,
38,,Defensive Midfield,,,,
39,7.0,Dejan LjubicicD. LjubicicDefensive Midfield,Dejan Ljubicic,"Oct 8, 1997 (24)",,€6.00m
40,,Dejan LjubicicD. Ljubicic,,,,
41,,Defensive Midfield,,,,
42,6.0,Salih ÖzcanS. ÖzcanCentral Midfield,Salih Özcan,"Jan 11, 1998 (24)",,€7.00m
43,,Salih ÖzcanS. Özcan,,,,
44,,Central Midfield,,,,
45,36.0,Niklas HauptmannN. HauptmannCentral Midfield,Niklas Hauptmann,"Jun 27, 1996 (25)",,€500Th.
46,,Niklas HauptmannN. Hauptmann,,,,
47,,Central Midfield,,,,
48,47.0,Mathias OlesenM. OlesenCentral Midfield,Mathias Olesen,"Mar 21, 2001 (21)",,€200Th.
49,,Mathias OlesenM. Olesen,,,,
50,,Central Midfield,,,,
51,18.0,Ondrej DudaO. DudaAttacking Midfield,Ondrej Duda,"Dec 5, 1994 (27)",,€5.00m
52,,Ondrej DudaO. Duda,,,,
53,,Attacking Midfield,,,,
54,21.0,Louis SchaubL. SchaubAttacking Midfield,Louis Schaub,"Dec 29, 1994 (27)",,€1.80m
55,,Louis SchaubL. Schaub,,,,
56,,Attacking Midfield,,,,
57,31.0,Tomas OstrakT. OstrakAttacking Midfield,Tomas Ostrak,"Feb 5, 2000 (22)",,€750Th.
58,,Tomas OstrakT. Ostrak,,,,
59,,Attacking Midfield,,,,
60,11.0,Florian KainzF. KainzLeft Winger,Florian Kainz,"Oct 24, 1992 (29)",,€3.50m
61,,Florian KainzF. Kainz,,,,
62,,Left Winger,,,,
63,30.0,Marvin ObuzM. ObuzLeft Winger,Marvin Obuz,"Jan 25, 2002 (20)",,€300Th.
64,,Marvin ObuzM. Obuz,,,,
65,,Left Winger,,,,
66,29.0,Jan ThielmannJ. Thielmann Right Winger,Jan Thielmann,"May 26, 2002 (20)",,€5.50m
67,,Jan ThielmannJ. Thielmann,,,,
68,,Right Winger,,,,
69,17.0,Kingsley SchindlerK. SchindlerRight Winger,Kingsley Schindler,"Jul 12, 1993 (28)",,€800Th.
70,,Kingsley SchindlerK. Schindler,,,,
71,,Right Winger,,,,
72,13.0,Mark UthMark UthSecond Striker,Mark Uth,"Aug 24, 1991 (30)",,€3.00m
73,,Mark UthMark Uth,,,,
74,,Second Striker,,,,
75,9.0,Sebastian AnderssonS. Andersson Centre-Forward,Sebastian Andersson,"Jul 15, 1991 (30)",,€3.00m
76,,Sebastian AnderssonS. Andersson,,,,
77,,Centre-Forward,,,,
78,27.0,Anthony ModesteA. ModesteCentre-Forward,Anthony Modeste,"Apr 14, 1988 (34)",,€3.00m
79,,Anthony ModesteA. Modeste,,,,
80,,Centre-Forward,,,,
81,25.0,Tim LemperleT. LemperleCentre-Forward,Tim Lemperle,"Feb 5, 2002 (20)",,€1.00m
82,,Tim LemperleT. Lemperle,,,,
83,,Centre-Forward,,,,
0,27.0,Robin ZentnerR. ZentnerGoalkeeper,Robin Zentner,"Oct 28, 1994 (27)",,€5.00m
1,,Robin ZentnerR. Zentner,,,,
2,,Goalkeeper,,,,
3,1.0,Finn DahmenF. DahmenGoalkeeper,Finn Dahmen,"Mar 27, 1998 (24)",,€2.00m
4,,Finn DahmenF. Dahmen,,,,
5,,Goalkeeper,,,,
6,32.0,Lasse RießL. RießGoalkeeper,Lasse Rieß,"Jul 27, 2001 (20)",,€200Th.
7,,Lasse RießL. Rieß,,,,
8,,Goalkeeper,,,,
9,19.0,Moussa NiakhatéM. Niakhaté Centre-Back,Moussa Niakhaté,"Mar 8, 1996 (26)",,€18.00m
10,,Moussa NiakhatéM. Niakhaté,,,,
11,,Centre-Back,,,,
12,4.0,Jeremiah St. JusteJ. St. JusteCentre-Back,Jeremiah St. Juste,"Oct 19, 1996 (25)",,€16.00m
13,,Jeremiah St. JusteJ. St. Juste,,,,
14,,Centre-Back,,,,
15,34.0,David NemethD. NemethCentre-Back,David Nemeth,"Mar 18, 2001 (21)",,€3.00m
16,,David NemethD. Nemeth,,,,
17,,Centre-Back,,,,
18,16.0,Stefan BellS. BellCentre-Back,Stefan Bell,"Aug 24, 1991 (30)",,€2.50m
19,,Stefan BellS. Bell,,,,
20,,Centre-Back,,,,
21,42.0,Alexander HackA. HackCentre-Back,Alexander Hack,"Sep 8, 1993 (28)",,€2.50m
22,,Alexander HackA. Hack,,,,
23,,Centre-Back,,,,
24,3.0,Aarón MartínA. MartínLeft-Back,Aarón Martín,"Apr 22, 1997 (25)",,€5.00m
25,,Aarón MartínA. Martín,,,,
26,,Left-Back,,,,
27,23.0,Anderson LucoquiA. LucoquiLeft-Back,Anderson Lucoqui,"Jul 6, 1997 (24)",,€2.50m
28,,Anderson LucoquiA. Lucoqui,,,,
29,,Left-Back,,,,
30,30.0,Silvan WidmerS. WidmerRight-Back,Silvan Widmer,"Mar 5, 1993 (29)",,€5.00m
31,,Silvan WidmerS. Widmer,,,,
32,,Right-Back,,,,
33,18.0,Daniel BrosinskiD. BrosinskiRight-Back,Daniel Brosinski,"Jul 17, 1988 (33)",,€600Th.
34,,Daniel BrosinskiD. Brosinski,,,,
35,,Right-Back,,,,
36,6.0,Anton StachA. StachDefensive Midfield,Anton Stach,"Nov 15, 1998 (23)",,€8.00m
37,,Anton StachA. Stach,,,,
38,,Defensive Midfield,,,,
39,25.0,Niklas TauerN. TauerDefensive Midfield,Niklas Tauer,"Feb 17, 2001 (21)",,€1.00m
40,,Niklas TauerN. Tauer,,,,
41,,Defensive Midfield,,,,
42,8.0,Leandro BarreiroL. BarreiroCentral Midfield,Leandro Barreiro,"Jan 3, 2000 (22)",,€9.00m
43,,Leandro BarreiroL. Barreiro,,,,
44,,Central Midfield,,,,
45,31.0,Dominik KohrD. KohrCentral Midfield,Dominik Kohr,"Jan 31, 1994 (28)",,€6.00m
46,,Dominik KohrD. Kohr,,,,
47,,Central Midfield,,,,
48,24.0,Merveille PapelaM. PapelaCentral Midfield,Merveille Papela,"Jan 18, 2001 (21)",,€400Th.
49,,Merveille PapelaM. Papela,,,,
50,,Central Midfield,,,,
51,5.0,Jean-Paul BoëtiusJ. BoëtiusAttacking Midfield,Jean-Paul Boëtius,"Mar 22, 1994 (28)",,€4.00m
52,,Jean-Paul BoëtiusJ. Boëtius,,,,
53,,Attacking Midfield,,,,
54,7.0,Jae-sung LeeJ. Lee Attacking Midfield,Jae-sung Lee,"Aug 10, 1992 (29)",,€3.50m
55,,Jae-sung LeeJ. Lee,,,,
56,,Attacking Midfield,,,,
57,22.0,Kevin StögerK. StögerAttacking Midfield,Kevin Stöger,"Aug 27, 1993 (28)",,€2.30m
58,,Kevin StögerK. Stöger,,,,
59,,Attacking Midfield,,,,
60,37.0,Delano BurgzorgD. Burgzorg Left Winger,Delano Burgzorg,"Nov 7, 1998 (23)",,€750Th.
61,,Delano BurgzorgD. Burgzorg,,,,
62,,Left Winger,,,,
63,26.0,Paul NebelP. NebelRight Winger,Paul Nebel,"Oct 10, 2002 (19)",,€1.30m
64,,Paul NebelP. Nebel,,,,
65,,Right Winger,,,,
66,29.0,Jonathan BurkardtJ. BurkardtCentre-Forward,Jonathan Burkardt,"Jul 11, 2000 (21)",,€17.00m
67,,Jonathan BurkardtJ. Burkardt,,,,
68,,Centre-Forward,,,,
69,9.0,Karim OnisiwoK. OnisiwoCentre-Forward,Karim Onisiwo,"Mar 17, 1992 (30)",,€3.50m
70,,Karim OnisiwoK. Onisiwo,,,,
71,,Centre-Forward,,,,
72,11.0,Marcus IngvartsenM. IngvartsenCentre-Forward,Marcus Ingvartsen,"Jan 4, 1996 (26)",,€3.00m
73,,Marcus IngvartsenM. Ingvartsen,,,,
74,,Centre-Forward,,,,
0,1.0,Koen CasteelsK. Casteels Goalkeeper,Koen Casteels,"Jun 25, 1992 (29)",,€14.00m
1,,Koen CasteelsK. Casteels,,,,
2,,Goalkeeper,,,,
3,12.0,Pavao PervanP. PervanGoalkeeper,Pavao Pervan,"Nov 13, 1987 (34)",,€600Th.
4,,Pavao PervanP. Pervan,,,,
5,,Goalkeeper,,,,
6,35.0,Philipp SchulzeP. SchulzeGoalkeeper,Philipp Schulze,"Jan 29, 2003 (19)",,€200Th.
7,,Philipp SchulzeP. Schulze,,,,
8,,Goalkeeper,,,,
9,30.0,Niklas KlingerN. KlingerGoalkeeper,Niklas Klinger,"Oct 13, 1995 (26)",,€100Th.
10,,Niklas KlingerN. Klinger,,,,
11,,Goalkeeper,,,,
12,4.0,Maxence LacroixM. LacroixCentre-Back,Maxence Lacroix,"Apr 6, 2000 (22)",,€20.00m
13,,Maxence LacroixM. Lacroix,,,,
14,,Centre-Back,,,,
15,3.0,Sebastiaan BornauwS. BornauwCentre-Back,Sebastiaan Bornauw,"Mar 22, 1999 (23)",,€13.00m
16,,Sebastiaan BornauwS. Bornauw,,,,
17,,Centre-Back,,,,
18,25.0,John Anthony BrooksJ. BrooksCentre-Back,John Anthony Brooks,"Jan 28, 1993 (29)",,€12.00m
19,,John Anthony BrooksJ. Brooks,,,,
20,,Centre-Back,,,,
21,5.0,Micky van de VenM. van de VenCentre-Back,Micky van de Ven,"Apr 19, 2001 (21)",,€3.00m
22,,Micky van de VenM. van de Ven,,,,
23,,Centre-Back,,,,
24,18.0,Anselmo García McNultyA. García McNultyCentre-Back,Anselmo García McNulty,"Feb 19, 2003 (19)",,€300Th.
25,,Anselmo García McNultyA. García McNulty,,,,
26,,Centre-Back,,,,
27,6.0,Paulo OtávioPaulo Otávio Left-Back,Paulo Otávio,"Nov 23, 1994 (27)",,€7.00m
28,,Paulo OtávioPaulo Otávio,,,,
29,,Left-Back,,,,
30,15.0,Jérôme RoussillonJ. RoussillonLeft-Back,Jérôme Roussillon,"Jan 6, 1993 (29)",,€7.00m
31,,Jérôme RoussillonJ. Roussillon,,,,
32,,Left-Back,,,,
33,19.0,Kevin MbabuK. MbabuRight-Back,Kevin Mbabu,"Apr 19, 1995 (27)",,€12.00m
34,,Kevin MbabuK. Mbabu,,,,
35,,Right-Back,,,,
36,2.0,WilliamWilliam Right-Back,William,"Apr 3, 1995 (27)",,€3.00m
37,,WilliamWilliam,,,,
38,,Right-Back,,,,
39,24.0,Xaver SchlagerX. SchlagerCentral Midfield,Xaver Schlager,"Sep 28, 1997 (24)",,€27.00m
40,,Xaver SchlagerX. Schlager,,,,
41,,Central Midfield,,,,
42,27.0,Maximilian ArnoldM. ArnoldCentral Midfield,Maximilian Arnold,"May 27, 1994 (28)",,€17.00m
43,,Maximilian ArnoldM. Arnold,,,,
44,,Central Midfield,,,,
45,8.0,Aster VranckxA. VranckxCentral Midfield,Aster Vranckx,"Oct 4, 2002 (19)",,€10.00m
46,,Aster VranckxA. Vranckx,,,,
47,,Central Midfield,,,,
48,31.0,Yannick GerhardtY. GerhardtCentral Midfield,Yannick Gerhardt,"Mar 13, 1994 (28)",,€5.50m
49,,Yannick GerhardtY. Gerhardt,,,,
50,,Central Midfield,,,,
51,20.0,Ridle BakuR. BakuRight Midfield,Ridle Baku,"Apr 8, 1998 (24)",,€20.00m
52,,Ridle BakuR. Baku,,,,
53,,Right Midfield,,,,
54,40.0,Kevin ParedesK. ParedesLeft Midfield,Kevin Paredes,"May 7, 2003 (19)",,€4.00m
55,,Kevin ParedesK. Paredes,,,,
56,,Left Midfield,,,,
57,22.0,Felix NmechaF. NmechaAttacking Midfield,Felix Nmecha,"Oct 10, 2000 (21)",,€1.00m
58,,Felix NmechaF. Nmecha,,,,
59,,Attacking Midfield,,,,
60,11.0,Renato SteffenR. SteffenLeft Winger,Renato Steffen,"Nov 3, 1991 (30)",,€2.80m
61,,Renato SteffenR. Steffen,,,,
62,,Left Winger,,,,
63,28.0,Dodi LukébakioD. LukébakioRight Winger,Dodi Lukébakio,"Sep 24, 1997 (24)",,€9.00m
64,,Dodi LukébakioD. Lukébakio,,,,
65,,Right Winger,,,,
66,7.0,Luca WaldschmidtL. Waldschmidt Second Striker,Luca Waldschmidt,"May 19, 1996 (26)",,€7.00m
67,,Luca WaldschmidtL. Waldschmidt,,,,
68,,Second Striker,,,,
69,17.0,Maximilian PhilippM. PhilippSecond Striker,Maximilian Philipp,"Mar 1, 1994 (28)",,€5.50m
70,,Maximilian PhilippM. Philipp,,,,
71,,Second Striker,,,,
72,9.0,Max KruseMax KruseSecond Striker,Max Kruse,"Mar 19, 1988 (34)",,€3.50m
73,,Max KruseMax Kruse,,,,
74,,Second Striker,,,,
75,10.0,Lukas NmechaL. NmechaCentre-Forward,Lukas Nmecha,"Dec 14, 1998 (23)",,€18.00m
76,,Lukas NmechaL. Nmecha,,,,
77,,Centre-Forward,,,,
78,23.0,Jonas WindJ. WindCentre-Forward,Jonas Wind,"Feb 7, 1999 (23)",,€10.00m
79,,Jonas WindJ. Wind,,,,
80,,Centre-Forward,,,,
81,21.0,Bartosz BialekB. BialekCentre-Forward,Bartosz Bialek,"Nov 11, 2001 (20)",,€4.00m
82,,Bartosz BialekB. Bialek,,,,
83,,Centre-Forward,,,,
0,1.0,Florian MüllerF. MüllerGoalkeeper,Florian Müller,"Nov 13, 1997 (24)",,€6.00m
1,,Florian MüllerF. Müller,,,,
2,,Goalkeeper,,,,
3,33.0,Fabian BredlowF. BredlowGoalkeeper,Fabian Bredlow,"Mar 2, 1995 (27)",,€500Th.
4,,Fabian BredlowF. Bredlow,,,,
5,,Goalkeeper,,,,
6,42.0,Florian SchockF. SchockGoalkeeper,Florian Schock,"May 22, 2001 (21)",,€200Th.
7,,Florian SchockF. Schock,,,,
8,,Goalkeeper,,,,
9,5.0,Konstantinos MavropanosK. MavropanosCentre-Back,Konstantinos Mavropanos,"Dec 11, 1997 (24)",,€17.00m
10,,Konstantinos MavropanosK. Mavropanos,,,,
11,,Centre-Back,,,,
12,2.0,Waldemar AntonW. AntonCentre-Back,Waldemar Anton,"Jul 20, 1996 (25)",,€6.00m
13,,Waldemar AntonW. Anton,,,,
14,,Centre-Back,,,,
15,37.0,Hiroki ItoH. ItoCentre-Back,Hiroki Ito,"May 12, 1999 (23)",,€3.00m
16,,Hiroki ItoH. Ito,,,,
17,,Centre-Back,,,,
18,24.0,Borna SosaB. SosaLeft-Back,Borna Sosa,"Jan 21, 1998 (24)",,€20.00m
19,,Borna SosaB. Sosa,,,,
20,,Left-Back,,,,
21,15.0,Pascal StenzelP. StenzelRight-Back,Pascal Stenzel,"Mar 20, 1996 (26)",,€1.50m
22,,Pascal StenzelP. Stenzel,,,,
23,,Right-Back,,,,
24,23.0,Orel MangalaO. MangalaDefensive Midfield,Orel Mangala,"Mar 18, 1998 (24)",,€15.00m
25,,Orel MangalaO. Mangala,,,,
26,,Defensive Midfield,,,,
27,3.0,Wataru EndoW. Endo Defensive Midfield,Wataru Endo,"Feb 9, 1993 (29)",,€10.00m
28,,Wataru EndoW. Endo,,,,
29,,Defensive Midfield,,,,
30,16.0,Atakan KarazorA. KarazorDefensive Midfield,Atakan Karazor,"Oct 13, 1996 (25)",,€3.50m
31,,Atakan KarazorA. Karazor,,,,
32,,Defensive Midfield,,,,
33,32.0,Naouirou AhamadaN. AhamadaDefensive Midfield,Naouirou Ahamada,"Mar 29, 2002 (20)",,€1.80m
34,,Naouirou AhamadaN. Ahamada,,,,
35,,Defensive Midfield,,,,
36,6.0,Clinton MolaC. Mola Defensive Midfield,Clinton Mola,"Mar 15, 2001 (21)",,€1.00m
37,,Clinton MolaC. Mola,,,,
38,,Defensive Midfield,,,,
39,8.0,Enzo MillotE. MillotCentral Midfield,Enzo Millot,"Jul 17, 2002 (19)",,€2.00m
40,,Enzo MillotE. Millot,,,,
41,,Central Midfield,,,,
42,28.0,Nikolas NarteyN. Nartey Central Midfield,Nikolas Nartey,"Feb 22, 2000 (22)",,€1.80m
43,,Nikolas NarteyN. Nartey,,,,
44,,Central Midfield,,,,
45,14.0,SilasSilas Right Midfield,Silas,"Oct 6, 1998 (23)",,€15.00m
46,,SilasSilas,,,,
47,,Right Midfield,,,,
48,30.0,Roberto MassimoR. MassimoRight Midfield,Roberto Massimo,"Oct 12, 2000 (21)",,€3.00m
49,,Roberto MassimoR. Massimo,,,,
50,,Right Midfield,,,,
51,11.0,Erik ThommyE. ThommyLeft Midfield,Erik Thommy,"Aug 20, 1994 (27)",,€1.80m
52,,Erik ThommyE. Thommy,,,,
53,,Left Midfield,,,,
54,20.0,Philipp FörsterP. Förster Attacking Midfield,Philipp Förster,"Feb 4, 1995 (27)",,€2.50m
55,,Philipp FörsterP. Förster,,,,
56,,Attacking Midfield,,,,
57,31.0,Mateo KlimowiczM. KlimowiczAttacking Midfield,Mateo Klimowicz,"Jul 6, 2000 (21)",,€2.00m
58,,Mateo KlimowiczM. Klimowicz,,,,
59,,Attacking Midfield,,,,
60,25.0,Lilian EgloffL. EgloffAttacking Midfield,Lilian Egloff,"Aug 20, 2002 (19)",,€1.00m
61,,Lilian EgloffL. Egloff,,,,
62,,Attacking Midfield,,,,
63,34.0,Ömer BeyazÖ. BeyazAttacking Midfield,Ömer Beyaz,"Aug 29, 2003 (18)",,€1.00m
64,,Ömer BeyazÖ. Beyaz,,,,
65,,Attacking Midfield,,,,
66,10.0,Daniel DidaviD. DidaviAttacking Midfield,Daniel Didavi,"Feb 21, 1990 (32)",,€700Th.
67,,Daniel DidaviD. Didavi,,,,
68,,Attacking Midfield,,,,
69,7.0,Tanguy CoulibalyT. CoulibalyLeft Winger,Tanguy Coulibaly,"Feb 18, 2001 (21)",,€4.50m
70,,Tanguy CoulibalyT. Coulibaly,,,,
71,,Left Winger,,,,
72,17.0,Omar MarmoushO. MarmoushLeft Winger,Omar Marmoush,"Feb 7, 1999 (23)",,€4.50m
73,,Omar MarmoushO. Marmoush,,,,
74,,Left Winger,,,,
75,22.0,Chris FührichC. FührichRight Winger,Chris Führich,"Jan 9, 1998 (24)",,€4.00m
76,,Chris FührichC. Führich,,,,
77,,Right Winger,,,,
78,9.0,Sasa KalajdzicS. KalajdzicCentre-Forward,Sasa Kalajdzic,"Jul 7, 1997 (24)",,€22.00m
79,,Sasa KalajdzicS. Kalajdzic,,,,
80,,Centre-Forward,,,,
81,18.0,Tiago TomásT. TomásCentre-Forward,Tiago Tomás,"Jun 16, 2002 (19)",,€5.00m
82,,Tiago TomásT. Tomás,,,,
83,,Centre-Forward,,,,
84,19.0,Wahid FaghirW. Faghir Centre-Forward,Wahid Faghir,"Jul 29, 2003 (18)",,€3.00m
85,,Wahid FaghirW. Faghir,,,,
86,,Centre-Forward,,,,
87,50.0,Alexis TibidiA. TibidiCentre-Forward,Alexis Tibidi,"Nov 3, 2003 (18)",,€1.20m
88,,Alexis TibidiA. Tibidi,,,,
89,,Centre-Forward,,,,
90,44.0,Mohamed SankohM. Sankoh Centre-Forward,Mohamed Sankoh,"Oct 16, 2003 (18)",,€1.00m
91,,Mohamed SankohM. Sankoh,,,,
92,,Centre-Forward,,,,
0,19.0,Frederik RönnowF. RönnowGoalkeeper,Frederik Rönnow,"Aug 4, 1992 (29)",,€2.00m
1,,Frederik RönnowF. Rönnow,,,,
2,,Goalkeeper,,,,
3,1.0,Andreas LutheA. LutheGoalkeeper,Andreas Luthe,"Mar 10, 1987 (35)",,€900Th.
4,,Andreas LutheA. Luthe,,,,
5,,Goalkeeper,,,,
6,12.0,Jakob BuskJ. BuskGoalkeeper,Jakob Busk,"Sep 12, 1993 (28)",,€250Th.
7,,Jakob BuskJ. Busk,,,,
8,,Goalkeeper,,,,
9,31.0,Robin KnocheR. KnocheCentre-Back,Robin Knoche,"May 22, 1992 (30)",,€6.00m
10,,Robin KnocheR. Knoche,,,,
11,,Centre-Back,,,,
12,25.0,Timo BaumgartlT. Baumgartl Centre-Back,Timo Baumgartl,"Mar 4, 1996 (26)",,€5.00m
13,,Timo BaumgartlT. Baumgartl,,,,
14,,Centre-Back,,,,
15,3.0,Paul JaeckelP. JaeckelCentre-Back,Paul Jaeckel,"Jul 22, 1998 (23)",,€3.50m
16,,Paul JaeckelP. Jaeckel,,,,
17,,Centre-Back,,,,
18,33.0,Dominique HeintzD. Heintz Centre-Back,Dominique Heintz,"Aug 15, 1993 (28)",,€3.00m
19,,Dominique HeintzD. Heintz,,,,
20,,Centre-Back,,,,
21,37.0,Mathis BrunsM. BrunsCentre-Back,Mathis Bruns,"Mar 31, 2004 (18)",,€200Th.
22,,Mathis BrunsM. Bruns,,,,
23,,Centre-Back,,,,
24,23.0,Niko GießelmannN. GießelmannLeft-Back,Niko Gießelmann,"Sep 26, 1991 (30)",,€2.30m
25,,Niko GießelmannN. Gießelmann,,,,
26,,Left-Back,,,,
27,20.0,Bastian OczipkaB. OczipkaLeft-Back,Bastian Oczipka,"Jan 12, 1989 (33)",,€600Th.
28,,Bastian OczipkaB. Oczipka,,,,
29,,Left-Back,,,,
30,6.0,Julian RyersonJ. RyersonRight-Back,Julian Ryerson,"Nov 17, 1997 (24)",,€4.00m
31,,Julian RyersonJ. Ryerson,,,,
32,,Right-Back,,,,
33,28.0,Christopher TrimmelC. Trimmel Right-Back,Christopher Trimmel,"Feb 24, 1987 (35)",,€1.00m
34,,Christopher TrimmelC. Trimmel,,,,
35,,Right-Back,,,,
36,8.0,Rani KhediraR. KhediraDefensive Midfield,Rani Khedira,"Jan 27, 1994 (28)",,€5.50m
37,,Rani KhediraR. Khedira,,,,
38,,Defensive Midfield,,,,
39,21.0,Grischa PrömelG. PrömelCentral Midfield,Grischa Prömel,"Jan 9, 1995 (27)",,€5.50m
40,,Grischa PrömelG. Prömel,,,,
41,,Central Midfield,,,,
