,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
37,,Mohamed ElnenyM. Elneny,,,,
38,,Defensive Midfield,,,,
39,23.0,Albert Sambi LokongaA. LokongaCentral Midfield,Albert Sambi Lokonga,"Oct 22, 1999 (22)",,€16.00m
40,,Albert Sambi LokongaA. Lokonga,,,,
41,,Central Midfield,,,,
42,7.0,Bukayo SakaB. SakaRight Midfield,Bukayo Saka,"Sep 5, 2001 (20)",,€65.00m
43,,Bukayo SakaB. Saka,,,,
44,,Right Midfield,,,,
45,8.0,Martin ØdegaardM. ØdegaardAttacking Midfield,Martin Ødegaard,"Dec 17, 1998 (23)",,€42.00m
46,,Martin ØdegaardM. Ødegaard,,,,
47,,Attacking Midfield,,,,
48,10.0,Emile Smith RoweE. Smith RoweAttacking Midfield,Emile Smith Rowe,"Jul 28, 2000 (21)",,€40.00m
49,,Emile Smith RoweE. Smith Rowe,,,,
50,,Attacking Midfield,,,,
51,11.0,Gabriel MartinelliG. MartinelliLeft Winger,Gabriel Martinelli,"Jun 18, 2001 (20)",,€38.00m
52,,Gabriel MartinelliG. Martinelli,,,,
53,,Left Winger,,,,
54,19.0,Nicolas PépéN. PépéRight Winger,Nicolas Pépé,"May 29, 1995 (27)",,€30.00m
55,,Nicolas PépéN. Pépé,,,,
56,,Right Winger,,,,
57,9.0,Alexandre LacazetteA. Lacazette Centre-Forward,Alexandre Lacazette,"May 28, 1991 (31)",,€20.00m
58,,Alexandre LacazetteA. Lacazette,,,,
59,,Centre-Forward,,,,
60,30.0,Eddie NketiahE. NketiahCentre-Forward,Eddie Nketiah,"May 30, 1999 (23)",,€10.00m
61,,Eddie NketiahE. Nketiah,,,,
62,,Centre-Forward,,,,
0,26.0,Dean HendersonD. HendersonGoalkeeper,Dean Henderson,"Mar 12, 1997 (25)",,€18.00m
1,,Dean HendersonD. Henderson,,,,
2,,Goalkeeper,,,,
3,1.0,David de GeaD. de GeaGoalkeeper,David de Gea,"Nov 7, 1990 (31)",,€15.00m
4,,David de GeaD. de Gea,,,,
5,,Goalkeeper,,,,
6,22.0,Tom HeatonT. HeatonGoalkeeper,Tom Heaton,"Apr 15, 1986 (36)",,€1.00m
7,,Tom HeatonT. Heaton,,,,
8,,Goalkeeper,,,,
9,13.0,Lee GrantLee GrantGoalkeeper,Lee Grant,"Jan 27, 1983 (39)",,€250Th.
10,,Lee GrantLee Grant,,,,
11,,Goalkeeper,,,,
12,19.0,Raphaël VaraneR. VaraneCentre-Back,Raphaël Varane,"Apr 25, 1993 (29)",,€60.00m
13,,Raphaël VaraneR. Varane,,,,
14,,Centre-Back,,,,
15,5.0,Harry MaguireH. Maguire Centre-Back,Harry Maguire,"Mar 5, 1993 (29)",,€40.00m
16,,Harry MaguireH. Maguire,,,,
17,,Centre-Back,,,,
18,2.0,Victor LindelöfV. LindelöfCentre-Back,Victor Lindelöf,"Jul 17, 1994 (27)",,€24.00m
19,,Victor LindelöfV. Lindelöf,,,,
20,,Centre-Back,,,,
21,3.0,Eric BaillyE. BaillyCentre-Back,Eric Bailly,"Apr 12, 1994 (28)",,€8.00m
22,,Eric BaillyE. Bailly,,,,
23,,Centre-Back,,,,
24,4.0,Phil JonesP. JonesCentre-Back,Phil Jones,"Feb 21, 1992 (30)",,€4.00m
25,,Phil JonesP. Jones,,,,
26,,Centre-Back,,,,
27,23.0,Luke ShawLuke ShawLeft-Back,Luke Shaw,"Jul 12, 1995 (26)",,€42.00m
28,,Luke ShawLuke Shaw,,,,
29,,Left-Back,,,,
30,27.0,Alex TellesA. TellesLeft-Back,Alex Telles,"Dec 15, 1992 (29)",,€18.00m
31,,Alex TellesA. Telles,,,,
32,,Left-Back,,,,
33,33.0,Brandon WilliamsB. WilliamsLeft-Back,Brandon Williams,"Sep 3, 2000 (21)",,€10.00m
34,,Brandon WilliamsB. Williams,,,,
35,,Left-Back,,,,
36,29.0,Aaron Wan-BissakaA. Wan-BissakaRight-Back,Aaron Wan-Bissaka,"Nov 26, 1997 (24)",,€30.00m
37,,Aaron Wan-BissakaA. Wan-Bissaka,,,,
38,,Right-Back,,,,
39,20.0,Diogo DalotD. DalotRight-Back,Diogo Dalot,"Mar 18, 1999 (23)",,€18.00m
40,,Diogo DalotD. Dalot,,,,
41,,Right-Back,,,,
42,39.0,Scott McTominayS. McTominayDefensive Midfield,Scott McTominay,"Dec 8, 1996 (25)",,€35.00m
43,,Scott McTominayS. McTominay,,,,
44,,Defensive Midfield,,,,
45,31.0,Nemanja MatićN. MatićDefensive Midfield,Nemanja Matić,"Aug 1, 1988 (33)",,€6.00m
46,,Nemanja MatićN. Matić,,,,
47,,Defensive Midfield,,,,
48,6.0,Paul PogbaP. PogbaCentral Midfield,Paul Pogba,"Mar 15, 1993 (29)",,€55.00m
49,,Paul PogbaP. Pogba,,,,
50,,Central Midfield,,,,
51,34.0,Donny van de BeekD. van de BeekCentral Midfield,Donny van de Beek,"Apr 18, 1997 (25)",,€25.00m
52,,Donny van de BeekD. van de Beek,,,,
53,,Central Midfield,,,,
54,17.0,FredFredCentral Midfield,Fred,"Mar 5, 1993 (29)",,€22.00m
55,,FredFred,,,,
56,,Central Midfield,,,,
57,18.0,Bruno FernandesB. FernandesAttacking Midfield,Bruno Fernandes,"Sep 8, 1994 (27)",,€90.00m
58,,Bruno FernandesB. Fernandes,,,,
59,,Attacking Midfield,,,,
60,14.0,Jesse LingardJ. LingardAttacking Midfield,Jesse Lingard,"Dec 15, 1992 (29)",,€20.00m
61,,Jesse LingardJ. Lingard,,,,
62,,Attacking Midfield,,,,
63,46.0,Hannibal MejbriH. MejbriAttacking Midfield,Hannibal Mejbri,"Jan 21, 2003 (19)",,€5.00m
64,,Hannibal MejbriH. Mejbri,,,,
65,,Attacking Midfield,,,,
66,8.0,Juan MataJuan MataAttacking Midfield,Juan Mata,"Apr 28, 1988 (34)",,€3.00m
67,,Juan MataJuan Mata,,,,
68,,Attacking Midfield,,,,
69,25.0,Jadon SanchoJ. SanchoLeft Winger,Jadon Sancho,"Mar 25, 2000 (22)",,€80.00m
70,,Jadon SanchoJ. Sancho,,,,
71,,Left Winger,,,,
72,10.0,Marcus RashfordM. RashfordLeft Winger,Marcus Rashford,"Oct 31, 1997 (24)",,€70.00m
73,,Marcus RashfordM. Rashford,,,,
74,,Left Winger,,,,
75,36.0,Anthony ElangaA. ElangaLeft Winger,Anthony Elanga,"Apr 27, 2002 (20)",,€15.00m
76,,Anthony ElangaA. Elanga,,,,
77,,Left Winger,,,,
78,16.0,Amad DialloA. DialloRight Winger,Amad Diallo,"Jul 11, 2002 (19)",,€18.00m
79,,Amad DialloA. Diallo,,,,
80,,Right Winger,,,,
81,47.0,Shola ShoretireS. ShoretireRight Winger,Shola Shoretire,"Feb 2, 2004 (18)",,€3.00m
82,,Shola ShoretireS. Shoretire,,,,
83,,Right Winger,,,,
84,11.0,Mason GreenwoodM. Greenwood Right Winger,Mason Greenwood,"Oct 1, 2001 (20)",,
85,,Mason GreenwoodM. Greenwood,,,,
86,,Right Winger,,,,
87,7.0,Cristiano RonaldoCristiano RonaldoCentre-Forward,Cristiano Ronaldo,"Feb 5, 1985 (37)",,€35.00m
88,,Cristiano RonaldoCristiano Ronaldo,,,,
89,,Centre-Forward,,,,
90,21.0,Edinson CavaniE. CavaniCentre-Forward,Edinson Cavani,"Feb 14, 1987 (35)",,€4.00m
91,,Edinson CavaniE. Cavani,,,,
92,,Centre-Forward,,,,
0,1,Jack ButlandJ. ButlandGoalkeeper,Jack Butland,"Mar 10, 1993 (29)",,€2.00m
1,,Jack ButlandJ. Butland,,,,
2,,Goalkeeper,,,,
3,13,Vicente GuaitaV. GuaitaGoalkeeper,Vicente Guaita,"Jan 10, 1987 (35)",,€1.50m
4,,Vicente GuaitaV. Guaita,,,,
5,,Goalkeeper,,,,
6,19,Remi MatthewsR. MatthewsGoalkeeper,Remi Matthews,"Feb 10, 1994 (28)",,€300Th.
7,,Remi MatthewsR. Matthews,,,,
8,,Goalkeeper,,,,
9,6,Marc GuéhiM. GuéhiCentre-Back,Marc Guéhi,"Jul 13, 2000 (21)",,€30.00m
10,,Marc GuéhiM. Guéhi,,,,
11,,Centre-Back,,,,
12,16,Joachim AndersenJ. AndersenCentre-Back,Joachim Andersen,"May 31, 1996 (26)",,€22.00m
13,,Joachim AndersenJ. Andersen,,,,
14,,Centre-Back,,,,
15,36,Nathan FergusonN. FergusonCentre-Back,Nathan Ferguson,"Oct 6, 2000 (21)",,€4.00m
16,,Nathan FergusonN. Ferguson,,,,
17,,Centre-Back,,,,
18,5,James TomkinsJ. TomkinsCentre-Back,James Tomkins,"Mar 29, 1989 (33)",,€2.00m
19,,James TomkinsJ. Tomkins,,,,
20,,Centre-Back,,,,
21,33,Jaroslaw JachJ. JachCentre-Back,Jaroslaw Jach,"Feb 17, 1994 (28)",,€650Th.
22,,Jaroslaw JachJ. Jach,,,,
23,,Centre-Back,,,,
24,3,Tyrick MitchellT. MitchellLeft-Back,Tyrick Mitchell,"Sep 1, 1999 (22)",,€17.00m
25,,Tyrick MitchellT. Mitchell,,,,
26,,Left-Back,,,,
27,2,Joel WardJoel WardRight-Back,Joel Ward,"Oct 29, 1989 (32)",,€2.00m
28,,Joel WardJoel Ward,,,,
29,,Right-Back,,,,
30,17,Nathaniel ClyneN. ClyneRight-Back,Nathaniel Clyne,"Apr 5, 1991 (31)",,€2.00m
31,,Nathaniel ClyneN. Clyne,,,,
32,,Right-Back,,,,
33,34,Martin KellyM. KellyRight-Back,Martin Kelly,"Apr 27, 1990 (32)",,€1.00m
34,,Martin KellyM. Kelly,,,,
35,,Right-Back,,,,
36,44,Jairo RiedewaldJ. RiedewaldDefensive Midfield,Jairo Riedewald,"Sep 9, 1996 (25)",,€6.00m
37,,Jairo RiedewaldJ. Riedewald,,,,
38,,Defensive Midfield,,,,
39,4,Luka MilivojevicL. Milivojevic Defensive Midfield,Luka Milivojevic,"Apr 7, 1991 (31)",,€5.00m
40,,Luka MilivojevicL. Milivojevic,,,,
41,,Defensive Midfield,,,,
42,8,Cheikhou KouyatéC. KouyatéDefensive Midfield,Cheikhou Kouyaté,"Dec 21, 1989 (32)",,€4.00m
43,,Cheikhou KouyatéC. Kouyaté,,,,
44,,Defensive Midfield,,,,
45,12,Will HughesW. HughesCentral Midfield,Will Hughes,"Apr 17, 1995 (27)",,€6.00m
46,,Will HughesW. Hughes,,,,
47,,Central Midfield,,,,
48,18,James McArthurJ. McArthurCentral Midfield,James McArthur,"Oct 7, 1987 (34)",,€1.50m
49,,James McArthurJ. McArthur,,,,
50,,Central Midfield,,,,
51,7,Michael OliseM. OliseRight Midfield,Michael Olise,"Dec 12, 2001 (20)",,€22.00m
52,,Michael OliseM. Olise,,,,
53,,Right Midfield,,,,
54,15,Jeffrey SchluppJ. SchluppLeft Midfield,Jeffrey Schlupp,"Dec 23, 1992 (29)",,€8.00m
55,,Jeffrey SchluppJ. Schlupp,,,,
56,,Left Midfield,,,,
57,10,Eberechi EzeE. EzeAttacking Midfield,Eberechi Eze,"Jun 29, 1998 (23)",,€20.00m
58,,Eberechi EzeE. Eze,,,,
59,,Attacking Midfield,,,,
60,11,Wilfried ZahaW. ZahaLeft Winger,Wilfried Zaha,"Nov 10, 1992 (29)",,€40.00m
61,,Wilfried ZahaW. Zaha,,,,
62,,Left Winger,,,,
63,22,Odsonne EdouardO. EdouardCentre-Forward,Odsonne Edouard,"Jan 16, 1998 (24)",,€17.00m
64,,Odsonne EdouardO. Edouard,,,,
65,,Centre-Forward,,,,
66,14,Jean-Philippe MatetaJ. MatetaCentre-Forward,Jean-Philippe Mateta,"Jun 28, 1997 (24)",,€8.00m
67,,Jean-Philippe MatetaJ. Mateta,,,,
68,,Centre-Forward,,,,
69,20,Christian BentekeC. BentekeCentre-Forward,Christian Benteke,"Dec 3, 1990 (31)",,€7.00m
70,,Christian BentekeC. Benteke,,,,
71,,Centre-Forward,,,,
72,9,Jordan AyewJ. AyewCentre-Forward,Jordan Ayew,"Sep 11, 1991 (30)",,€6.00m
73,,Jordan AyewJ. Ayew,,,,
74,,Centre-Forward,,,,
75,-,Luke PlangeL. PlangeCentre-Forward,Luke Plange,"Nov 4, 2002 (19)",,€800Th.
76,,Luke PlangeL. Plange,,,,
77,,Centre-Forward,,,,
0,12.0,Danny WardD. WardGoalkeeper,Danny Ward,"Jun 22, 1993 (28)",,€6.00m
1,,Danny WardD. Ward,,,,
2,,Goalkeeper,,,,
3,1.0,Kasper SchmeichelK. Schmeichel Goalkeeper,Kasper Schmeichel,"Nov 5, 1986 (35)",,€4.00m
4,,Kasper SchmeichelK. Schmeichel,,,,
5,,Goalkeeper,,,,
6,35.0,Eldin JakupovicE. JakupovicGoalkeeper,Eldin Jakupovic,"Oct 2, 1984 (37)",,€300Th.
7,,Eldin JakupovicE. Jakupovic,,,,
8,,Goalkeeper,,,,
9,4.0,Caglar SöyüncüC. SöyüncüCentre-Back,Caglar Söyüncü,"May 23, 1996 (26)",,€45.00m
10,,Caglar SöyüncüC. Söyüncü,,,,
11,,Centre-Back,,,,
12,3.0,Wesley FofanaW. FofanaCentre-Back,Wesley Fofana,"Dec 17, 2000 (21)",,€40.00m
13,,Wesley FofanaW. Fofana,,,,
14,,Centre-Back,,,,
15,23.0,Jannik VestergaardJ. VestergaardCentre-Back,Jannik Vestergaard,"Aug 3, 1992 (29)",,€15.00m
16,,Jannik VestergaardJ. Vestergaard,,,,
17,,Centre-Back,,,,
18,18.0,Daniel AmarteyD. AmarteyCentre-Back,Daniel Amartey,"Dec 21, 1994 (27)",,€7.00m
19,,Daniel AmarteyD. Amartey,,,,
20,,Centre-Back,,,,
21,6.0,Jonny EvansJ. EvansCentre-Back,Jonny Evans,"Jan 3, 1988 (34)",,€5.00m
22,,Jonny EvansJ. Evans,,,,
23,,Centre-Back,,,,
24,41.0,Sam HughesS. HughesCentre-Back,Sam Hughes,"Apr 15, 1997 (25)",,
25,,Sam HughesS. Hughes,,,,
26,,Centre-Back,,,,
27,33.0,Luke ThomasL. ThomasLeft-Back,Luke Thomas,"Jun 10, 2001 (20)",,€8.00m
28,,Luke ThomasL. Thomas,,,,
29,,Left-Back,,,,
30,5.0,Ryan BertrandR. BertrandLeft-Back,Ryan Bertrand,"Aug 5, 1989 (32)",,€5.00m
31,,Ryan BertrandR. Bertrand,,,,
32,,Left-Back,,,,
33,27.0,Timothy CastagneT. CastagneRight-Back,Timothy Castagne,"Dec 5, 1995 (26)",,€28.00m
34,,Timothy CastagneT. Castagne,,,,
35,,Right-Back,,,,
36,21.0,Ricardo PereiraR. PereiraRight-Back,Ricardo Pereira,"Oct 6, 1993 (28)",,€25.00m
37,,Ricardo PereiraR. Pereira,,,,
38,,Right-Back,,,,
39,2.0,James JustinJ. JustinRight-Back,James Justin,"Feb 23, 1998 (24)",,€17.00m
40,,James JustinJ. Justin,,,,
41,,Right-Back,,,,
42,25.0,Wilfred NdidiW. NdidiDefensive Midfield,Wilfred Ndidi,"Dec 16, 1996 (25)",,€60.00m
43,,Wilfred NdidiW. Ndidi,,,,
44,,Defensive Midfield,,,,
45,42.0,Boubakary SoumaréB. SoumaréDefensive Midfield,Boubakary Soumaré,"Feb 27, 1999 (23)",,€28.00m
46,,Boubakary SoumaréB. Soumaré,,,,
47,,Defensive Midfield,,,,
48,24.0,Nampalys MendyN. MendyDefensive Midfield,Nampalys Mendy,"Jun 23, 1992 (29)",,€4.00m
49,,Nampalys MendyN. Mendy,,,,
50,,Defensive Midfield,,,,
51,8.0,Youri TielemansY. TielemansCentral Midfield,Youri Tielemans,"May 7, 1997 (25)",,€55.00m
52,,Youri TielemansY. Tielemans,,,,
53,,Central Midfield,,,,
54,20.0,Hamza ChoudhuryH. ChoudhuryCentral Midfield,Hamza Choudhury,"Oct 1, 1997 (24)",,€5.00m
55,,Hamza ChoudhuryH. Choudhury,,,,
56,,Central Midfield,,,,
57,22.0,Kiernan Dewsbury-HallK. Dewsbury-HallCentral Midfield,Kiernan Dewsbury-Hall,"Sep 6, 1998 (23)",,€5.00m
58,,Kiernan Dewsbury-HallK. Dewsbury-Hall,,,,
59,,Central Midfield,,,,
60,11.0,Marc AlbrightonM. AlbrightonRight Midfield,Marc Albrighton,"Nov 18, 1989 (32)",,€2.50m
61,,Marc AlbrightonM. Albrighton,,,,
62,,Right Midfield,,,,
63,7.0,Harvey BarnesH. BarnesLeft Midfield,Harvey Barnes,"Dec 9, 1997 (24)",,€32.00m
64,,Harvey BarnesH. Barnes,,,,
65,,Left Midfield,,,,
66,10.0,James MaddisonJ. MaddisonAttacking Midfield,James Maddison,"Nov 23, 1996 (25)",,€50.00m
67,,James MaddisonJ. Maddison,,,,
68,,Attacking Midfield,,,,
69,37.0,Ademola LookmanA. LookmanLeft Winger,Ademola Lookman,"Oct 20, 1997 (24)",,€9.00m
70,,Ademola LookmanA. Lookman,,,,
71,,Left Winger,,,,
72,17.0,Ayoze PérezA. PérezSecond Striker,Ayoze Pérez,"Jul 29, 1993 (28)",,€12.00m
73,,Ayoze PérezA. Pérez,,,,
74,,Second Striker,,,,
75,29.0,Patson DakaP. DakaCentre-Forward,Patson Daka,"Oct 9, 1998 (23)",,€22.00m
76,,Patson DakaP. Daka,,,,
77,,Centre-Forward,,,,
78,14.0,Kelechi IheanachoK. IheanachoCentre-Forward,Kelechi Iheanacho,"Oct 3, 1996 (25)",,€20.00m
79,,Kelechi IheanachoK. Iheanacho,,,,
80,,Centre-Forward,,,,
81,9.0,Jamie VardyJ. VardyCentre-Forward,Jamie Vardy,"Jan 11, 1987 (35)",,€5.00m
82,,Jamie VardyJ. Vardy,,,,
83,,Centre-Forward,,,,
0,1,Robert SánchezR. SánchezGoalkeeper,Robert Sánchez,"Nov 18, 1997 (24)",,€14.00m
1,,Robert SánchezR. Sánchez,,,,
2,,Goalkeeper,,,,
3,23,Jason SteeleJ. SteeleGoalkeeper,Jason Steele,"Aug 18, 1990 (31)",,€800Th.
4,,Jason SteeleJ. Steele,,,,
5,,Goalkeeper,,,,
6,5,Lewis DunkL. Dunk Centre-Back,Lewis Dunk,"Nov 21, 1991 (30)",,€22.00m
7,,Lewis DunkL. Dunk,,,,
8,,Centre-Back,,,,
9,4,Adam WebsterA. WebsterCentre-Back,Adam Webster,"Jan 4, 1995 (27)",,€18.00m
10,,Adam WebsterA. Webster,,,,
11,,Centre-Back,,,,
12,-,Jan Paul van HeckeJ. van HeckeCentre-Back,Jan Paul van Hecke,"Jun 8, 2000 (21)",,€5.00m
13,,Jan Paul van HeckeJ. van Hecke,,,,
14,,Centre-Back,,,,
15,24,Shane DuffyS. DuffyCentre-Back,Shane Duffy,"Jan 1, 1992 (30)",,€5.00m
16,,Shane DuffyS. Duffy,,,,
17,,Centre-Back,,,,
18,-,Matt ClarkeM. ClarkeCentre-Back,Matt Clarke,"Sep 22, 1996 (25)",,€3.00m
19,,Matt ClarkeM. Clarke,,,,
20,,Centre-Back,,,,
21,28,Haydon RobertsH. RobertsCentre-Back,Haydon Roberts,"May 10, 2002 (20)",,€500Th.
22,,Haydon RobertsH. Roberts,,,,
23,,Centre-Back,,,,
24,3,Marc CucurellaM. CucurellaLeft-Back,Marc Cucurella,"Jul 22, 1998 (23)",,€20.00m
25,,Marc CucurellaM. Cucurella,,,,
26,,Left-Back,,,,
27,2,Tariq LampteyT. LampteyRight-Back,Tariq Lamptey,"Sep 30, 2000 (21)",,€18.00m
28,,Tariq LampteyT. Lamptey,,,,
29,,Right-Back,,,,
30,34,Joël VeltmanJ. VeltmanRight-Back,Joël Veltman,"Jan 15, 1992 (30)",,€8.00m
31,,Joël VeltmanJ. Veltman,,,,
32,,Right-Back,,,,
33,35,Tudor BalutaT. Baluta Defensive Midfield,Tudor Baluta,"Mar 27, 1999 (23)",,€2.00m
34,,Tudor BalutaT. Baluta,,,,
35,,Defensive Midfield,,,,
36,8,Yves BissoumaY. BissoumaCentral Midfield,Yves Bissouma,"Aug 30, 1996 (25)",,€35.00m
37,,Yves BissoumaY. Bissouma,,,,
38,,Central Midfield,,,,
39,12,Enock MwepuE. MwepuCentral Midfield,Enock Mwepu,"Jan 1, 1998 (24)",,€20.00m
40,,Enock MwepuE. Mwepu,,,,
41,,Central Midfield,,,,
42,15,Jakub ModerJ. Moder Central Midfield,Jakub Moder,"Apr 7, 1999 (23)",,€12.00m
43,,Jakub ModerJ. Moder,,,,
44,,Central Midfield,,,,
45,13,Pascal GroßP. GroßCentral Midfield,Pascal Groß,"Jun 15, 1991 (30)",,€7.00m
46,,Pascal GroßP. Groß,,,,
47,,Central Midfield,,,,
48,17,Steven AlzateS. AlzateCentral Midfield,Steven Alzate,"Sep 8, 1998 (23)",,€6.00m
49,,Steven AlzateS. Alzate,,,,
50,,Central Midfield,,,,
51,25,Moisés CaicedoM. CaicedoCentral Midfield,Moisés Caicedo,"Nov 2, 2001 (20)",,€4.50m
52,,Moisés CaicedoM. Caicedo,,,,
53,,Central Midfield,,,,
54,20,Solly MarchS. MarchLeft Midfield,Solly March,"Jul 20, 1994 (27)",,€9.00m
55,,Solly MarchS. March,,,,
56,,Left Midfield,,,,
57,10,Alexis Mac AllisterA. Mac AllisterAttacking Midfield,Alexis Mac Allister,"Dec 24, 1998 (23)",,€10.00m
58,,Alexis Mac AllisterA. Mac Allister,,,,
59,,Attacking Midfield,,,,
60,14,Adam LallanaA. LallanaAttacking Midfield,Adam Lallana,"May 10, 1988 (34)",,€2.50m
61,,Adam LallanaA. Lallana,,,,
62,,Attacking Midfield,,,,
63,30,Taylor RichardsT. RichardsAttacking Midfield,Taylor Richards,"Dec 4, 2000 (21)",,€400Th.
64,,Taylor RichardsT. Richards,,,,
65,,Attacking Midfield,,,,
66,60,Jeremy SarmientoJ. SarmientoAttacking Midfield,Jeremy Sarmiento,"Jun 16, 2002 (19)",,€300Th.
67,,Jeremy SarmientoJ. Sarmiento,,,,
68,,Attacking Midfield,,,,
69,11,Leandro TrossardL. TrossardLeft Winger,Leandro Trossard,"Dec 4, 1994 (27)",,€17.00m
70,,Leandro TrossardL. Trossard,,,,
71,,Left Winger,,,,
72,-,Abdallah SimaA. SimaRight Winger,Abdallah Sima,"Jun 17, 2001 (20)",,€8.00m
73,,Abdallah SimaA. Sima,,,,
74,,Right Winger,,,,
75,9,Neal MaupayN. MaupayCentre-Forward,Neal Maupay,"Aug 14, 1996 (25)",,€20.00m
76,,Neal MaupayN. Maupay,,,,
77,,Centre-Forward,,,,
78,7,Aaron ConnollyA. ConnollyCentre-Forward,Aaron Connolly,"Jan 28, 2000 (22)",,€6.00m
79,,Aaron ConnollyA. Connolly,,,,
80,,Centre-Forward,,,,
81,18,Danny WelbeckD. WelbeckCentre-Forward,Danny Welbeck,"Nov 26, 1990 (31)",,€3.00m
82,,Danny WelbeckD. Welbeck,,,,
83,,Centre-Forward,,,,
84,58,Evan FergusonE. FergusonCentre-Forward,Evan Ferguson,"Oct 19, 2004 (17)",,€400Th.
85,,Evan FergusonE. Ferguson,,,,
86,,Centre-Forward,,,,
0,1,José SáJosé Sá Goalkeeper,José Sá,"Jan 17, 1993 (29)",,€14.00m
1,,José SáJosé Sá,,,,
2,,Goalkeeper,,,,
3,-,Matija SarkicM. SarkicGoalkeeper,Matija Sarkic,"Jul 23, 1997 (24)",,€1.80m
4,,Matija SarkicM. Sarkic,,,,
5,,Goalkeeper,,,,
6,21,John RuddyJ. RuddyGoalkeeper,John Ruddy,"Oct 24, 1986 (35)",,€500Th.
7,,John RuddyJ. Ruddy,,,,
8,,Goalkeeper,,,,
9,13,Louie MouldenL. MouldenGoalkeeper,Louie Moulden,"Jan 6, 2002 (20)",,
10,,Louie MouldenL. Moulden,,,,
11,,Goalkeeper,,,,
12,16,Conor CoadyC. Coady Centre-Back,Conor Coady,"Feb 25, 1993 (29)",,€25.00m
13,,Conor CoadyC. Coady,,,,
14,,Centre-Back,,,,
15,23,Max KilmanM. KilmanCentre-Back,Max Kilman,"May 23, 1997 (25)",,€16.00m
16,,Max KilmanM. Kilman,,,,
17,,Centre-Back,,,,
18,27,Romain SaïssR. SaïssCentre-Back,Romain Saïss,"Mar 26, 1990 (32)",,€9.00m
19,,Romain SaïssR. Saïss,,,,
20,,Centre-Back,,,,
21,15,Willy BolyW. BolyCentre-Back,Willy Boly,"Feb 3, 1991 (31)",,€8.00m
22,,Willy BolyW. Boly,,,,
23,,Centre-Back,,,,
24,14,Yerson MosqueraY. MosqueraCentre-Back,Yerson Mosquera,"May 2, 2001 (21)",,€3.00m
25,,Yerson MosqueraY. Mosquera,,,,
26,,Centre-Back,,,,
27,24,TotiTotiCentre-Back,Toti,"Jan 16, 1999 (23)",,€1.00m
28,,TotiToti,,,,
29,,Centre-Back,,,,
30,3,Rayan Aït-NouriR. Aït-NouriLeft-Back,Rayan Aït-Nouri,"Jun 6, 2001 (21)",,€15.00m
31,,Rayan Aït-NouriR. Aït-Nouri,,,,
32,,Left-Back,,,,
33,19,Jonny OttoJ. OttoLeft-Back,Jonny Otto,"Mar 3, 1994 (28)",,€15.00m
34,,Jonny OttoJ. Otto,,,,
35,,Left-Back,,,,
36,5,MarçalMarçalLeft-Back,Marçal,"Feb 19, 1989 (33)",,€1.50m
37,,MarçalMarçal,,,,
38,,Left-Back,,,,
39,22,Nélson SemedoN. SemedoRight-Back,Nélson Semedo,"Nov 16, 1993 (28)",,€25.00m
40,,Nélson SemedoN. Semedo,,,,
41,,Right-Back,,,,
42,2,Ki-Jana HoeverK. HoeverRight-Back,Ki-Jana Hoever,"Jan 18, 2002 (20)",,€7.00m
43,,Ki-Jana HoeverK. Hoever,,,,
44,,Right-Back,,,,
45,8,Rúben NevesR. NevesDefensive Midfield,Rúben Neves,"Mar 13, 1997 (25)",,€40.00m
46,,Rúben NevesR. Neves,,,,
47,,Defensive Midfield,,,,
48,32,Leander DendonckerL. DendonckerDefensive Midfield,Leander Dendoncker,"Apr 15, 1995 (27)",,€30.00m
49,,Leander DendonckerL. Dendoncker,,,,
50,,Defensive Midfield,,,,
51,28,João MoutinhoJ. MoutinhoCentral Midfield,João Moutinho,"Sep 8, 1986 (35)",,€2.50m
52,,João MoutinhoJ. Moutinho,,,,
53,,Central Midfield,,,,
54,56,Connor RonanC. RonanCentral Midfield,Connor Ronan,"Mar 6, 1998 (24)",,€500Th.
55,,Connor RonanC. Ronan,,,,
56,,Central Midfield,,,,
57,39,Luke CundleL. CundleCentral Midfield,Luke Cundle,"Apr 26, 2002 (20)",,€200Th.
58,,Luke CundleL. Cundle,,,,
59,,Central Midfield,,,,
60,18,Morgan Gibbs-WhiteM. Gibbs-WhiteAttacking Midfield,Morgan Gibbs-White,"Jan 27, 2000 (22)",,€11.00m
61,,Morgan Gibbs-WhiteM. Gibbs-White,,,,
62,,Attacking Midfield,,,,
63,7,Pedro NetoP. NetoLeft Winger,Pedro Neto,"Mar 9, 2000 (22)",,€35.00m
64,,Pedro NetoP. Neto,,,,
65,,Left Winger,,,,
66,20,ChiquinhoChiquinhoLeft Winger,Chiquinho,"Feb 5, 2000 (22)",,€2.50m
67,,ChiquinhoChiquinho,,,,
68,,Left Winger,,,,
69,10,Daniel PodenceD. PodenceRight Winger,Daniel Podence,"Oct 21, 1995 (26)",,€22.00m
70,,Daniel PodenceD. Podence,,,,
71,,Right Winger,,,,
72,11,Francisco TrincãoF. TrincãoRight Winger,Francisco Trincão,"Dec 29, 1999 (22)",,€22.00m
73,,Francisco TrincãoF. Trincão,,,,
74,,Right Winger,,,,
75,9,Raúl JiménezR. JiménezCentre-Forward,Raúl Jiménez,"May 5, 1991 (31)",,€22.00m
76,,Raúl JiménezR. Jiménez,,,,
77,,Centre-Forward,,,,
