,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
15,5.0,Leonardo BalerdiL. Balerdi Centre-Back,Leonardo Balerdi,"Jan 26, 1999 (23)",,€10.00m
16,,Leonardo BalerdiL. Balerdi,,,,
17,,Centre-Back,,,,
18,14.0,Luan PeresL. PeresCentre-Back,Luan Peres,"Jul 19, 1994 (27)",,€7.00m
19,,Luan PeresL. Peres,,,,
20,,Centre-Back,,,,
21,3.0,Álvaro GonzálezÁ. GonzálezCentre-Back,Álvaro González,"Jan 8, 1990 (32)",,€2.50m
22,,Álvaro GonzálezÁ. González,,,,
23,,Centre-Back,,,,
24,23.0,Sead KolasinacS. KolasinacLeft-Back,Sead Kolasinac,"Jun 20, 1993 (28)",,€3.00m
25,,Sead KolasinacS. Kolasinac,,,,
26,,Left-Back,,,,
27,29.0,Pol LirolaP. LirolaRight-Back,Pol Lirola,"Aug 13, 1997 (24)",,€8.00m
28,,Pol LirolaP. Lirola,,,,
29,,Right-Back,,,,
30,4.0,Boubacar KamaraB. KamaraDefensive Midfield,Boubacar Kamara,"Nov 23, 1999 (22)",,€25.00m
31,,Boubacar KamaraB. Kamara,,,,
32,,Defensive Midfield,,,,
33,22.0,Pape GueyeP. GueyeDefensive Midfield,Pape Gueye,"Jan 24, 1999 (23)",,€12.00m
34,,Pape GueyeP. Gueye,,,,
35,,Defensive Midfield,,,,
36,34.0,Paolo SciortinoP. SciortinoDefensive Midfield,Paolo Sciortino,"Nov 5, 2003 (18)",,€150Th.
37,,Paolo SciortinoP. Sciortino,,,,
38,,Defensive Midfield,,,,
39,6.0,Mattéo GuendouziM. GuendouziCentral Midfield,Mattéo Guendouzi,"Apr 14, 1999 (23)",,€25.00m
40,,Mattéo GuendouziM. Guendouzi,,,,
41,,Central Midfield,,,,
42,8.0,GersonGersonCentral Midfield,Gerson,"May 20, 1997 (25)",,€22.00m
43,,GersonGerson,,,,
44,,Central Midfield,,,,
45,21.0,Valentin RongierV. RongierCentral Midfield,Valentin Rongier,"Dec 7, 1994 (27)",,€12.00m
46,,Valentin RongierV. Rongier,,,,
47,,Central Midfield,,,,
48,26.0,Oussama TarghallineO. TarghallineCentral Midfield,Oussama Targhalline,"May 20, 2002 (20)",,€200Th.
49,,Oussama TarghallineO. Targhalline,,,,
50,,Central Midfield,,,,
51,39.0,Bilal NadirB. NadirCentral Midfield,Bilal Nadir,"Nov 28, 2003 (18)",,€150Th.
52,,Bilal NadirB. Nadir,,,,
53,,Central Midfield,,,,
54,7.0,Amine HaritA. HaritAttacking Midfield,Amine Harit,"Jun 18, 1997 (24)",,€10.00m
55,,Amine HaritA. Harit,,,,
56,,Attacking Midfield,,,,
57,10.0,Dimitri PayetD. PayetAttacking Midfield,Dimitri Payet,"Mar 29, 1987 (35)",,€5.00m
58,,Dimitri PayetD. Payet,,,,
59,,Attacking Midfield,,,,
60,31.0,Ugo BertelliU. BertelliAttacking Midfield,Ugo Bertelli,"Jul 15, 2003 (18)",,€300Th.
61,,Ugo BertelliU. Bertelli,,,,
62,,Attacking Midfield,,,,
63,11.0,Luis HenriqueLuis HenriqueLeft Winger,Luis Henrique,"Dec 14, 2001 (20)",,€6.00m
64,,Luis HenriqueLuis Henrique,,,,
65,,Left Winger,,,,
66,20.0,Konrad de la FuenteK. de la FuenteLeft Winger,Konrad de la Fuente,"Jul 16, 2001 (20)",,€6.00m
67,,Konrad de la FuenteK. de la Fuente,,,,
68,,Left Winger,,,,
69,32.0,Salim Ben SeghirS. Ben SeghirLeft Winger,Salim Ben Seghir,"Feb 24, 2003 (19)",,€400Th.
70,,Salim Ben SeghirS. Ben Seghir,,,,
71,,Left Winger,,,,
72,17.0,Cengiz ÜnderC. ÜnderRight Winger,Cengiz Ünder,"Jul 14, 1997 (24)",,€22.00m
73,,Cengiz ÜnderC. Ünder,,,,
74,,Right Winger,,,,
75,9.0,Arkadiusz MilikA. MilikCentre-Forward,Arkadiusz Milik,"Feb 28, 1994 (28)",,€16.00m
76,,Arkadiusz MilikA. Milik,,,,
77,,Centre-Forward,,,,
78,12.0,Bamba DiengB. DiengCentre-Forward,Bamba Dieng,"Mar 23, 2000 (22)",,€10.00m
79,,Bamba DiengB. Dieng,,,,
80,,Centre-Forward,,,,
81,13.0,Cédric BakambuC. BakambuCentre-Forward,Cédric Bakambu,"Apr 11, 1991 (31)",,€8.00m
82,,Cédric BakambuC. Bakambu,,,,
83,,Centre-Forward,,,,
0,40,Walter BenítezW. BenítezGoalkeeper,Walter Benítez,"Jan 19, 1993 (29)",,€14.00m
1,,Walter BenítezW. Benítez,,,,
2,,Goalkeeper,,,,
3,1,Marcin BulkaM. BulkaGoalkeeper,Marcin Bulka,"Oct 4, 1999 (22)",,€2.00m
4,,Marcin BulkaM. Bulka,,,,
5,,Goalkeeper,,,,
6,16,Teddy BoulhendiT. BoulhendiGoalkeeper,Teddy Boulhendi,"Apr 9, 2001 (21)",,€150Th.
7,,Teddy BoulhendiT. Boulhendi,,,,
8,,Goalkeeper,,,,
9,25,Jean-Clair TodiboJ. TodiboCentre-Back,Jean-Clair Todibo,"Dec 30, 1999 (22)",,€20.00m
10,,Jean-Clair TodiboJ. Todibo,,,,
11,,Centre-Back,,,,
12,5,Flavius DaniliucF. DaniliucCentre-Back,Flavius Daniliuc,"Apr 27, 2001 (21)",,€8.00m
13,,Flavius DaniliucF. Daniliuc,,,,
14,,Centre-Back,,,,
15,4,DanteDante Centre-Back,Dante,"Oct 18, 1983 (38)",,€800Th.
16,,DanteDante,,,,
17,,Centre-Back,,,,
18,33,Justin SmithJ. SmithCentre-Back,Justin Smith,"Feb 4, 2003 (19)",,€300Th.
19,,Justin SmithJ. Smith,,,,
20,,Centre-Back,,,,
21,26,Melvin BardM. BardLeft-Back,Melvin Bard,"Nov 6, 2000 (21)",,€9.00m
22,,Melvin BardM. Bard,,,,
23,,Left-Back,,,,
24,12,Jordan AmaviJ. AmaviLeft-Back,Jordan Amavi,"Mar 9, 1994 (28)",,€6.00m
25,,Jordan AmaviJ. Amavi,,,,
26,,Left-Back,,,,
27,20,Youcef AtalY. AtalRight-Back,Youcef Atal,"May 17, 1996 (26)",,€15.00m
28,,Youcef AtalY. Atal,,,,
29,,Right-Back,,,,
30,23,Jordan LotombaJ. LotombaRight-Back,Jordan Lotomba,"Sep 29, 1998 (23)",,€7.00m
31,,Jordan LotombaJ. Lotomba,,,,
32,,Right-Back,,,,
33,19,Khéphren ThuramK. ThuramDefensive Midfield,Khéphren Thuram,"Mar 26, 2001 (21)",,€17.00m
34,,Khéphren ThuramK. Thuram,,,,
35,,Defensive Midfield,,,,
36,8,Pablo RosarioP. RosarioDefensive Midfield,Pablo Rosario,"Jan 7, 1997 (25)",,€10.00m
37,,Pablo RosarioP. Rosario,,,,
38,,Defensive Midfield,,,,
39,18,Mario LeminaM. LeminaDefensive Midfield,Mario Lemina,"Sep 1, 1993 (28)",,€9.00m
40,,Mario LeminaM. Lemina,,,,
41,,Defensive Midfield,,,,
42,6,Morgan SchneiderlinM. SchneiderlinDefensive Midfield,Morgan Schneiderlin,"Nov 8, 1989 (32)",,€3.50m
43,,Morgan SchneiderlinM. Schneiderlin,,,,
44,,Defensive Midfield,,,,
45,15,Danilo BarbosaD. BarbosaDefensive Midfield,Danilo Barbosa,"Feb 28, 1996 (26)",,€3.50m
46,,Danilo BarbosaD. Barbosa,,,,
47,,Defensive Midfield,,,,
48,28,Hicham BoudaouiH. BoudaouiRight Midfield,Hicham Boudaoui,"Sep 23, 1999 (22)",,€6.50m
49,,Hicham BoudaouiH. Boudaoui,,,,
50,,Right Midfield,,,,
51,10,Alexis Claude-MauriceA. Claude-MauriceAttacking Midfield,Alexis Claude-Maurice,"Jun 6, 1998 (24)",,€6.00m
52,,Alexis Claude-MauriceA. Claude-Maurice,,,,
53,,Attacking Midfield,,,,
54,-,Ihsan SackoI. SackoAttacking Midfield,Ihsan Sacko,"Jul 19, 1997 (24)",,€500Th.
55,,Ihsan SackoI. Sacko,,,,
56,,Attacking Midfield,,,,
57,21,Justin KluivertJ. KluivertLeft Winger,Justin Kluivert,"May 5, 1999 (23)",,€15.00m
58,,Justin KluivertJ. Kluivert,,,,
59,,Left Winger,,,,
60,14,Billal BrahimiB. BrahimiLeft Winger,Billal Brahimi,"Mar 14, 2000 (22)",,€5.00m
61,,Billal BrahimiB. Brahimi,,,,
62,,Left Winger,,,,
63,22,Calvin StengsC. StengsRight Winger,Calvin Stengs,"Dec 18, 1998 (23)",,€13.00m
64,,Calvin StengsC. Stengs,,,,
65,,Right Winger,,,,
66,11,Amine GouiriA. GouiriCentre-Forward,Amine Gouiri,"Feb 16, 2000 (22)",,€42.00m
67,,Amine GouiriA. Gouiri,,,,
68,,Centre-Forward,,,,
69,9,Kasper DolbergK. DolbergCentre-Forward,Kasper Dolberg,"Oct 6, 1997 (24)",,€17.00m
70,,Kasper DolbergK. Dolberg,,,,
71,,Centre-Forward,,,,
72,7,Andy DelortA. DelortCentre-Forward,Andy Delort,"Oct 9, 1991 (30)",,€13.00m
73,,Andy DelortA. Delort,,,,
74,,Centre-Forward,,,,
75,24,Evann GuessandE. GuessandCentre-Forward,Evann Guessand,"Jul 1, 2001 (20)",,€3.00m
76,,Evann GuessandE. Guessand,,,,
77,,Centre-Forward,,,,
0,1,Wuilker FariñezW. Fariñez Goalkeeper,Wuilker Fariñez,"Feb 15, 1998 (24)",,€4.00m
1,,Wuilker FariñezW. Fariñez,,,,
2,,Goalkeeper,,,,
3,16,Jean-Louis LecaJ. Leca Goalkeeper,Jean-Louis Leca,"Sep 21, 1985 (36)",,€500Th.
4,,Jean-Louis LecaJ. Leca,,,,
5,,Goalkeeper,,,,
6,14,Facundo MedinaF. MedinaCentre-Back,Facundo Medina,"May 28, 1999 (23)",,€11.00m
7,,Facundo MedinaF. Medina,,,,
8,,Centre-Back,,,,
9,4,Kevin DansoK. DansoCentre-Back,Kevin Danso,"Sep 19, 1998 (23)",,€9.00m
10,,Kevin DansoK. Danso,,,,
11,,Centre-Back,,,,
12,24,Jonathan GraditJ. GraditCentre-Back,Jonathan Gradit,"Nov 24, 1992 (29)",,€4.50m
13,,Jonathan GraditJ. Gradit,,,,
14,,Centre-Back,,,,
15,5,Christopher WoohC. WoohCentre-Back,Christopher Wooh,"Sep 18, 2001 (20)",,€3.00m
16,,Christopher WoohC. Wooh,,,,
17,,Centre-Back,,,,
18,21,Massadio HaidaraM. HaidaraLeft-Back,Massadio Haidara,"Dec 2, 1992 (29)",,€2.00m
19,,Massadio HaidaraM. Haidara,,,,
20,,Left-Back,,,,
21,3,Deiver MachadoD. MachadoLeft-Back,Deiver Machado,"Sep 2, 1993 (28)",,€1.80m
22,,Deiver MachadoD. Machado,,,,
23,,Left-Back,,,,
24,11,Jonathan ClaussJ. ClaussRight-Back,Jonathan Clauss,"Sep 25, 1992 (29)",,€15.00m
25,,Jonathan ClaussJ. Clauss,,,,
26,,Right-Back,,,,
27,28,Cheick DoucouréC. DoucouréDefensive Midfield,Cheick Doucouré,"Jan 8, 2000 (22)",,€15.00m
28,,Cheick DoucouréC. Doucouré,,,,
29,,Defensive Midfield,,,,
30,6,Patrick BergP. BergDefensive Midfield,Patrick Berg,"Nov 24, 1997 (24)",,€4.50m
31,,Patrick BergP. Berg,,,,
32,,Defensive Midfield,,,,
33,18,Yannick CahuzacY. Cahuzac Defensive Midfield,Yannick Cahuzac,"Jan 18, 1985 (37)",,€300Th.
34,,Yannick CahuzacY. Cahuzac,,,,
35,,Defensive Midfield,,,,
36,8,Seko FofanaS. FofanaCentral Midfield,Seko Fofana,"May 7, 1995 (27)",,€25.00m
37,,Seko FofanaS. Fofana,,,,
38,,Central Midfield,,,,
39,-,Mamadou CamaraM. CamaraCentral Midfield,Mamadou Camara,"Oct 15, 2002 (19)",,€150Th.
40,,Mamadou CamaraM. Camara,,,,
41,,Central Midfield,,,,
42,29,Przemyslaw FrankowskiP. FrankowskiLeft Midfield,Przemyslaw Frankowski,"Apr 12, 1995 (27)",,€8.00m
43,,Przemyslaw FrankowskiP. Frankowski,,,,
44,,Left Midfield,,,,
45,10,Gaël KakutaG. KakutaAttacking Midfield,Gaël Kakuta,"Jun 21, 1991 (30)",,€7.00m
46,,Gaël KakutaG. Kakuta,,,,
47,,Attacking Midfield,,,,
48,20,David CostaD. CostaAttacking Midfield,David Costa,"Jan 5, 2001 (21)",,€4.50m
49,,David CostaD. Costa,,,,
50,,Attacking Midfield,,,,
51,22,Wesley SaïdW. SaïdLeft Winger,Wesley Saïd,"Apr 19, 1995 (27)",,€2.50m
52,,Wesley SaïdW. Saïd,,,,
53,,Left Winger,,,,
54,15,Arnaud KalimuendoA. KalimuendoCentre-Forward,Arnaud Kalimuendo,"Jan 20, 2002 (20)",,€18.00m
55,,Arnaud KalimuendoA. Kalimuendo,,,,
56,,Centre-Forward,,,,
57,9,Ignatius GanagoI. GanagoCentre-Forward,Ignatius Ganago,"Feb 16, 1999 (23)",,€5.00m
58,,Ignatius GanagoI. Ganago,,,,
59,,Centre-Forward,,,,
60,7,Florian SotocaF. SotocaCentre-Forward,Florian Sotoca,"Oct 25, 1990 (31)",,€2.50m
61,,Florian SotocaF. Sotoca,,,,
62,,Centre-Forward,,,,
63,25,Corentin JeanC. JeanCentre-Forward,Corentin Jean,"Jul 15, 1995 (26)",,€1.20m
64,,Corentin JeanC. Jean,,,,
65,,Centre-Forward,,,,
66,-,Ibrahima BaldéI. BaldéCentre-Forward,Ibrahima Baldé,"Jan 17, 2003 (19)",,€300Th.
67,,Ibrahima BaldéI. Baldé,,,,
68,,Centre-Forward,,,,
0,1.0,Alban LafontA. Lafont Goalkeeper,Alban Lafont,"Jan 23, 1999 (23)",,€16.00m
1,,Alban LafontA. Lafont,,,,
2,,Goalkeeper,,,,
3,16.0,Rémy DescampsR. DescampsGoalkeeper,Rémy Descamps,"Jun 25, 1996 (25)",,€800Th.
4,,Rémy DescampsR. Descamps,,,,
5,,Goalkeeper,,,,
6,30.0,Denis PetricD. PetricGoalkeeper,Denis Petric,"May 24, 1988 (34)",,€200Th.
7,,Denis PetricD. Petric,,,,
8,,Goalkeeper,,,,
9,3.0,Andrei GirottoA. GirottoCentre-Back,Andrei Girotto,"Feb 17, 1992 (30)",,€5.00m
10,,Andrei GirottoA. Girotto,,,,
11,,Centre-Back,,,,
12,21.0,Jean-Charles CastellettoJ. CastellettoCentre-Back,Jean-Charles Castelletto,"Jan 26, 1995 (27)",,€4.00m
13,,Jean-Charles CastellettoJ. Castelletto,,,,
14,,Centre-Back,,,,
15,4.0,Nicolas PalloisN. PalloisCentre-Back,Nicolas Pallois,"Sep 19, 1987 (34)",,€1.50m
16,,Nicolas PalloisN. Pallois,,,,
17,,Centre-Back,,,,
18,31.0,Abdoulaye SyllaA. SyllaCentre-Back,Abdoulaye Sylla,"Apr 10, 2000 (22)",,€250Th.
19,,Abdoulaye SyllaA. Sylla,,,,
20,,Centre-Back,,,,
21,29.0,Quentin MerlinQ. MerlinLeft-Back,Quentin Merlin,"May 16, 2002 (20)",,€5.00m
22,,Quentin MerlinQ. Merlin,,,,
23,,Left-Back,,,,
24,14.0,Charles TraoréC. Traoré Left-Back,Charles Traoré,"Jan 1, 1992 (30)",,€1.50m
25,,Charles TraoréC. Traoré,,,,
26,,Left-Back,,,,
27,12.0,Dennis AppiahD. AppiahRight-Back,Dennis Appiah,"Jun 9, 1992 (29)",,€2.00m
28,,Dennis AppiahD. Appiah,,,,
29,,Right-Back,,,,
30,2.0,FábioFábioRight-Back,Fábio,"Jul 9, 1990 (31)",,€1.80m
31,,FábioFábio,,,,
32,,Right-Back,,,,
33,24.0,Sébastien CorchiaS. CorchiaRight-Back,Sébastien Corchia,"Nov 1, 1990 (31)",,€1.80m
34,,Sébastien CorchiaS. Corchia,,,,
35,,Right-Back,,,,
36,5.0,Pedro ChirivellaP. ChirivellaDefensive Midfield,Pedro Chirivella,"May 23, 1997 (25)",,€7.00m
37,,Pedro ChirivellaP. Chirivella,,,,
38,,Defensive Midfield,,,,
39,8.0,Wylan CyprienW. CyprienCentral Midfield,Wylan Cyprien,"Jan 28, 1995 (27)",,€4.50m
40,,Wylan CyprienW. Cyprien,,,,
41,,Central Midfield,,,,
42,18.0,Samuel MoutoussamyS. MoutoussamyCentral Midfield,Samuel Moutoussamy,"Aug 12, 1996 (25)",,€3.00m
43,,Samuel MoutoussamyS. Moutoussamy,,,,
44,,Central Midfield,,,,
45,10.0,Ludovic BlasL. BlasAttacking Midfield,Ludovic Blas,"Dec 31, 1997 (24)",,€16.00m
46,,Ludovic BlasL. Blas,,,,
47,,Attacking Midfield,,,,
48,6.0,Roli Pereira de SaR. Pereira de SaAttacking Midfield,Roli Pereira de Sa,"Dec 10, 1996 (25)",,€700Th.
49,,Roli Pereira de SaR. Pereira de Sa,,,,
50,,Attacking Midfield,,,,
51,33.0,Gor ManvelyanG. ManvelyanAttacking Midfield,Gor Manvelyan,"Apr 9, 2002 (20)",,€400Th.
52,,Gor ManvelyanG. Manvelyan,,,,
53,,Attacking Midfield,,,,
54,27.0,Moses SimonM. SimonLeft Winger,Moses Simon,"Jul 12, 1995 (26)",,€10.00m
55,,Moses SimonM. Simon,,,,
56,,Left Winger,,,,
57,19.0,Willem GeubbelsW. GeubbelsLeft Winger,Willem Geubbels,"Aug 16, 2001 (20)",,€4.00m
58,,Willem GeubbelsW. Geubbels,,,,
59,,Left Winger,,,,
60,26.0,Osman BukariO. BukariRight Winger,Osman Bukari,"Dec 13, 1998 (23)",,€3.00m
61,,Osman BukariO. Bukari,,,,
62,,Right Winger,,,,
63,11.0,Marcus CocoM. CocoRight Winger,Marcus Coco,"Jun 24, 1996 (25)",,€2.00m
64,,Marcus CocoM. Coco,,,,
65,,Right Winger,,,,
66,23.0,Randal Kolo MuaniR. Kolo MuaniCentre-Forward,Randal Kolo Muani,"Dec 5, 1998 (23)",,€16.00m
67,,Randal Kolo MuaniR. Kolo Muani,,,,
68,,Centre-Forward,,,,
69,7.0,Kalifa CoulibalyK. CoulibalyCentre-Forward,Kalifa Coulibaly,"Aug 21, 1991 (30)",,€1.50m
70,,Kalifa CoulibalyK. Coulibaly,,,,
71,,Centre-Forward,,,,
72,20.0,Jean-Kévin AugustinJ. AugustinCentre-Forward,Jean-Kévin Augustin,"Jun 16, 1997 (24)",,€1.50m
73,,Jean-Kévin AugustinJ. Augustin,,,,
74,,Centre-Forward,,,,
0,40.0,Marco BizotM. BizotGoalkeeper,Marco Bizot,"Mar 10, 1991 (31)",,€4.50m
1,,Marco BizotM. Bizot,,,,
2,,Goalkeeper,,,,
3,1.0,Gautier LarsonneurG. LarsonneurGoalkeeper,Gautier Larsonneur,"Feb 23, 1997 (25)",,€3.00m
4,,Gautier LarsonneurG. Larsonneur,,,,
5,,Goalkeeper,,,,
6,16.0,Sébastien CiboisS. CiboisGoalkeeper,Sébastien Cibois,"Mar 2, 1998 (24)",,€400Th.
7,,Sébastien CiboisS. Cibois,,,,
8,,Goalkeeper,,,,
9,30.0,Grégoire CoudertG. CoudertGoalkeeper,Grégoire Coudert,"Apr 3, 1999 (23)",,€200Th.
10,,Grégoire CoudertG. Coudert,,,,
11,,Goalkeeper,,,,
12,5.0,Brendan ChardonnetB. Chardonnet Centre-Back,Brendan Chardonnet,"Dec 22, 1994 (27)",,€5.00m
13,,Brendan ChardonnetB. Chardonnet,,,,
14,,Centre-Back,,,,
15,2.0,Jean-Kévin DuverneJ. DuverneCentre-Back,Jean-Kévin Duverne,"Jul 12, 1997 (24)",,€4.00m
16,,Jean-Kévin DuverneJ. Duverne,,,,
17,,Centre-Back,,,,
18,3.0,Lilian BrassierL. BrassierCentre-Back,Lilian Brassier,"Nov 2, 1999 (22)",,€4.00m
19,,Lilian BrassierL. Brassier,,,,
20,,Centre-Back,,,,
21,23.0,Christophe HérelleC. HérelleCentre-Back,Christophe Hérelle,"Aug 22, 1992 (29)",,€4.00m
22,,Christophe HérelleC. Hérelle,,,,
23,,Centre-Back,,,,
24,17.0,Denys BainD. BainCentre-Back,Denys Bain,"Jul 2, 1993 (28)",,€1.00m
25,,Denys BainD. Bain,,,,
26,,Centre-Back,,,,
27,33.0,Noé SowNoé SowCentre-Back,Noé Sow,"Dec 18, 1998 (23)",,€150Th.
28,,Noé SowNoé Sow,,,,
29,,Centre-Back,,,,
30,20.0,Jere UronenJ. UronenLeft-Back,Jere Uronen,"Jul 13, 1994 (27)",,€2.00m
31,,Jere UronenJ. Uronen,,,,
32,,Left-Back,,,,
33,18.0,Ronaël Pierre-GabrielR. Pierre-GabrielRight-Back,Ronaël Pierre-Gabriel,"Jun 13, 1998 (23)",,€5.00m
34,,Ronaël Pierre-GabrielR. Pierre-Gabriel,,,,
35,,Right-Back,,,,
36,22.0,Julien FaussurierJ. FaussurierRight-Back,Julien Faussurier,"Jan 14, 1987 (35)",,€300Th.
37,,Julien FaussurierJ. Faussurier,,,,
38,,Right-Back,,,,
39,10.0,Lucien AgouméL. AgouméDefensive Midfield,Lucien Agoumé,"Feb 9, 2002 (20)",,€7.00m
40,,Lucien AgouméL. Agoumé,,,,
41,,Defensive Midfield,,,,
42,8.0,Paul LasneP. LasneDefensive Midfield,Paul Lasne,"Jan 16, 1989 (33)",,€500Th.
43,,Paul LasneP. Lasne,,,,
44,,Defensive Midfield,,,,
45,7.0,Haris BelkeblaH. BelkeblaCentral Midfield,Haris Belkebla,"Jan 28, 1994 (28)",,€4.00m
46,,Haris BelkeblaH. Belkebla,,,,
47,,Central Midfield,,,,
48,27.0,Hugo MagnettiH. MagnettiCentral Midfield,Hugo Magnetti,"May 30, 1998 (24)",,€2.00m
49,,Hugo MagnettiH. Magnetti,,,,
50,,Central Midfield,,,,
51,28.0,Hianga'a MbockH. MbockCentral Midfield,Hianga'a Mbock,"Dec 28, 1999 (22)",,€1.50m
52,,Hianga'a MbockH. Mbock,,,,
53,,Central Midfield,,,,
54,24.0,Youcef BelaïliY. BelaïliLeft Winger,Youcef Belaïli,"Mar 14, 1992 (30)",,€2.00m
55,,Youcef BelaïliY. Belaïli,,,,
56,,Left Winger,,,,
57,19.0,Rafiki SaïdR. SaïdLeft Winger,Rafiki Saïd,"Mar 15, 2000 (22)",,€500Th.
58,,Rafiki SaïdR. Saïd,,,,
59,,Left Winger,,,,
60,9.0,Franck HonoratF. HonoratRight Winger,Franck Honorat,"Aug 11, 1996 (25)",,€10.00m
61,,Franck HonoratF. Honorat,,,,
62,,Right Winger,,,,
63,25.0,Romain Del CastilloR. Del CastilloRight Winger,Romain Del Castillo,"Mar 29, 1996 (26)",,€3.00m
64,,Romain Del CastilloR. Del Castillo,,,,
65,,Right Winger,,,,
66,11.0,Martín SatrianoM. Satriano Centre-Forward,Martín Satriano,"Feb 20, 2001 (21)",,€7.00m
67,,Martín SatrianoM. Satriano,,,,
68,,Centre-Forward,,,,
69,15.0,Steve MouniéS. MouniéCentre-Forward,Steve Mounié,"Sep 29, 1994 (27)",,€7.00m
70,,Steve MouniéS. Mounié,,,,
71,,Centre-Forward,,,,
72,14.0,Irvin CardonaI. CardonaCentre-Forward,Irvin Cardona,"Aug 8, 1997 (24)",,€4.50m
73,,Irvin CardonaI. Cardona,,,,
74,,Centre-Forward,,,,
75,26.0,Jérémy Le DouaronJ. Le DouaronCentre-Forward,Jérémy Le Douaron,"Apr 21, 1998 (24)",,€3.00m
76,,Jérémy Le DouaronJ. Le Douaron,,,,
77,,Centre-Forward,,,,
0,30,Léo JardimL. JardimGoalkeeper,Léo Jardim,"Mar 20, 1995 (27)",,€4.00m
1,,Léo JardimL. Jardim,,,,
2,,Goalkeeper,,,,
3,1,Ivo GrbicIvo GrbicGoalkeeper,Ivo Grbic,"Jan 18, 1996 (26)",,€3.50m
4,,Ivo GrbicIvo Grbic,,,,
5,,Goalkeeper,,,,
6,-,Orestis KarnezisO. KarnezisGoalkeeper,Orestis Karnezis,"Jul 11, 1985 (36)",,€500Th.
7,,Orestis KarnezisO. Karnezis,,,,
8,,Goalkeeper,,,,
9,16,Adam JakubechA. JakubechGoalkeeper,Adam Jakubech,"Jan 2, 1997 (25)",,€500Th.
10,,Adam JakubechA. Jakubech,,,,
11,,Goalkeeper,,,,
12,4,Sven BotmanS. BotmanCentre-Back,Sven Botman,"Jan 12, 2000 (22)",,€30.00m
13,,Sven BotmanS. Botman,,,,
14,,Centre-Back,,,,
15,3,Tiago DjalóT. DjalóCentre-Back,Tiago Djaló,"Apr 9, 2000 (22)",,€12.00m
16,,Tiago DjalóT. Djaló,,,,
17,,Centre-Back,,,,
18,6,José FonteJ. Fonte Centre-Back,José Fonte,"Dec 22, 1983 (38)",,€800Th.
19,,José FonteJ. Fonte,,,,
20,,Centre-Back,,,,
21,5,Gabriel GudmundssonG. GudmundssonLeft-Back,Gabriel Gudmundsson,"Apr 29, 1999 (23)",,€6.00m
22,,Gabriel GudmundssonG. Gudmundsson,,,,
23,,Left-Back,,,,
24,29,Domagoj BradaricD. BradaricLeft-Back,Domagoj Bradaric,"Dec 10, 1999 (22)",,€3.50m
25,,Domagoj BradaricD. Bradaric,,,,
26,,Left-Back,,,,
27,2,Zeki CelikZ. CelikRight-Back,Zeki Celik,"Feb 17, 1997 (25)",,€18.00m
28,,Zeki CelikZ. Celik,,,,
29,,Right-Back,,,,
30,26,Jérémy PiedJ. PiedRight-Back,Jérémy Pied,"Feb 23, 1989 (33)",,€800Th.
31,,Jérémy PiedJ. Pied,,,,
32,,Right-Back,,,,
33,21,Benjamin AndréB. AndréDefensive Midfield,Benjamin André,"Aug 3, 1990 (31)",,€12.00m
34,,Benjamin AndréB. André,,,,
35,,Defensive Midfield,,,,
36,24,Amadou OnanaA. OnanaDefensive Midfield,Amadou Onana,"Aug 16, 2001 (20)",,€10.00m
37,,Amadou OnanaA. Onana,,,,
38,,Defensive Midfield,,,,
39,10,Renato SanchesR. SanchesCentral Midfield,Renato Sanches,"Aug 18, 1997 (24)",,€28.00m
40,,Renato SanchesR. Sanches,,,,
41,,Central Midfield,,,,
42,8,XekaXekaCentral Midfield,Xeka,"Nov 10, 1994 (27)",,€9.00m
43,,XekaXeka,,,,
44,,Central Midfield,,,,
45,20,Angel GomesA. GomesAttacking Midfield,Angel Gomes,"Aug 31, 2000 (21)",,€7.00m
46,,Angel GomesA. Gomes,,,,
47,,Attacking Midfield,,,,
48,11,Hatem Ben ArfaH. Ben ArfaAttacking Midfield,Hatem Ben Arfa,"Mar 7, 1987 (35)",,€1.50m
49,,Hatem Ben ArfaH. Ben Arfa,,,,
50,,Attacking Midfield,,,,
51,7,Jonathan BambaJ. BambaLeft Winger,Jonathan Bamba,"Mar 26, 1996 (26)",,€17.00m
52,,Jonathan BambaJ. Bamba,,,,
53,,Left Winger,,,,
54,23,Edon ZhegrovaE. ZhegrovaRight Winger,Edon Zhegrova,"Mar 31, 1999 (23)",,€5.00m
55,,Edon ZhegrovaE. Zhegrova,,,,
56,,Right Winger,,,,
57,19,Isaac LihadjiI. LihadjiRight Winger,Isaac Lihadji,"Apr 10, 2002 (20)",,€3.50m
58,,Isaac LihadjiI. Lihadji,,,,
59,,Right Winger,,,,
60,9,Jonathan DavidJ. DavidCentre-Forward,Jonathan David,"Jan 14, 2000 (22)",,€45.00m
61,,Jonathan DavidJ. David,,,,
62,,Centre-Forward,,,,
63,22,Timothy WeahT. WeahCentre-Forward,Timothy Weah,"Feb 22, 2000 (22)",,€12.00m
64,,Timothy WeahT. Weah,,,,
65,,Centre-Forward,,,,
66,17,Burak YilmazB. YilmazCentre-Forward,Burak Yilmaz,"Jul 15, 1985 (36)",,€1.50m
67,,Burak YilmazB. Yilmaz,,,,
68,,Centre-Forward,,,,
