,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
62,,Right Winger,,,,
63,15.0,Youssef En-NesyriY. En-NesyriCentre-Forward,Youssef En-Nesyri,"Jun 1, 1997 (25)",,€25.00m
64,,Youssef En-NesyriY. En-Nesyri,,,,
65,,Centre-Forward,,,,
66,12.0,Rafa MirRafa MirCentre-Forward,Rafa Mir,"Jun 18, 1997 (24)",,€16.00m
67,,Rafa MirRafa Mir,,,,
68,,Centre-Forward,,,,
69,22.0,Anthony MartialA. MartialCentre-Forward,Anthony Martial,"Dec 5, 1995 (26)",,€16.00m
70,,Anthony MartialA. Martial,,,,
71,,Centre-Forward,,,,
72,11.0,Munir El HaddadiMunir El HaddadiCentre-Forward,Munir El Haddadi,"Sep 1, 1995 (26)",,€8.00m
73,,Munir El HaddadiMunir El Haddadi,,,,
74,,Centre-Forward,,,,
75,36.0,Iván RomeroI. RomeroCentre-Forward,Iván Romero,"Apr 10, 2001 (21)",,€800Th.
76,,Iván RomeroI. Romero,,,,
77,,Centre-Forward,,,,
0,1.0,Álex RemiroÁ. RemiroGoalkeeper,Álex Remiro,"Mar 24, 1995 (27)",,€22.00m
1,,Álex RemiroÁ. Remiro,,,,
2,,Goalkeeper,,,,
3,13.0,Mathew RyanM. RyanGoalkeeper,Mathew Ryan,"Apr 8, 1992 (30)",,€5.00m
4,,Mathew RyanM. Ryan,,,,
5,,Goalkeeper,,,,
6,24.0,Robin Le NormandR. Le NormandCentre-Back,Robin Le Normand,"Nov 11, 1996 (25)",,€30.00m
7,,Robin Le NormandR. Le Normand,,,,
8,,Centre-Back,,,,
9,6.0,Aritz ElustondoA. ElustondoCentre-Back,Aritz Elustondo,"Mar 28, 1994 (28)",,€20.00m
10,,Aritz ElustondoA. Elustondo,,,,
11,,Centre-Back,,,,
12,5.0,Igor ZubeldiaI. ZubeldiaCentre-Back,Igor Zubeldia,"Mar 30, 1997 (25)",,€15.00m
13,,Igor ZubeldiaI. Zubeldia,,,,
14,,Centre-Back,,,,
15,26.0,Jon PachecoJ. PachecoCentre-Back,Jon Pacheco,"Jan 8, 2001 (21)",,€1.00m
16,,Jon PachecoJ. Pacheco,,,,
17,,Centre-Back,,,,
18,12.0,Aihen MuñozA. MuñozLeft-Back,Aihen Muñoz,"Aug 16, 1997 (24)",,€6.00m
19,,Aihen MuñozA. Muñoz,,,,
20,,Left-Back,,,,
21,15.0,Diego RicoD. RicoLeft-Back,Diego Rico,"Feb 23, 1993 (29)",,€3.00m
22,,Diego RicoD. Rico,,,,
23,,Left-Back,,,,
24,20.0,Nacho MonrealN. Monreal Left-Back,Nacho Monreal,"Feb 26, 1986 (36)",,€1.00m
25,,Nacho MonrealN. Monreal,,,,
26,,Left-Back,,,,
27,18.0,Andoni GorosabelA. GorosabelRight-Back,Andoni Gorosabel,"Aug 4, 1996 (25)",,€10.00m
28,,Andoni GorosabelA. Gorosabel,,,,
29,,Right-Back,,,,
30,2.0,Joseba ZalduaJ. ZalduaRight-Back,Joseba Zaldua,"Jun 24, 1992 (29)",,€4.00m
31,,Joseba ZalduaJ. Zaldua,,,,
32,,Right-Back,,,,
33,3.0,Martín ZubimendiM. ZubimendiDefensive Midfield,Martín Zubimendi,"Feb 2, 1999 (23)",,€30.00m
34,,Martín ZubimendiM. Zubimendi,,,,
35,,Defensive Midfield,,,,
36,4.0,Asier IllarramendiA. Illarramendi Defensive Midfield,Asier Illarramendi,"Mar 8, 1990 (32)",,€3.00m
37,,Asier IllarramendiA. Illarramendi,,,,
38,,Defensive Midfield,,,,
39,8.0,Mikel MerinoM. MerinoCentral Midfield,Mikel Merino,"Jun 22, 1996 (25)",,€50.00m
40,,Mikel MerinoM. Merino,,,,
41,,Central Midfield,,,,
42,17.0,RafinhaRafinhaCentral Midfield,Rafinha,"Feb 12, 1993 (29)",,€9.00m
43,,RafinhaRafinha,,,,
44,,Central Midfield,,,,
45,16.0,Ander GuevaraA. GuevaraCentral Midfield,Ander Guevara,"Jul 7, 1997 (24)",,€5.00m
46,,Ander GuevaraA. Guevara,,,,
47,,Central Midfield,,,,
48,27.0,Beñat TurrientesB. TurrientesCentral Midfield,Beñat Turrientes,"Jan 31, 2002 (20)",,€3.00m
49,,Beñat TurrientesB. Turrientes,,,,
50,,Central Midfield,,,,
51,14.0,Jon GuridiJ. GuridiCentral Midfield,Jon Guridi,"Feb 28, 1995 (27)",,€1.20m
52,,Jon GuridiJ. Guridi,,,,
53,,Central Midfield,,,,
54,21.0,David SilvaD. SilvaAttacking Midfield,David Silva,"Jan 8, 1986 (36)",,€4.00m
55,,David SilvaD. Silva,,,,
56,,Attacking Midfield,,,,
57,10.0,Mikel OyarzabalM. Oyarzabal Left Winger,Mikel Oyarzabal,"Apr 21, 1997 (25)",,€60.00m
58,,Mikel OyarzabalM. Oyarzabal,,,,
59,,Left Winger,,,,
60,22.0,Ander BarrenetxeaA. Barrenetxea Left Winger,Ander Barrenetxea,"Dec 27, 2001 (20)",,€9.00m
61,,Ander BarrenetxeaA. Barrenetxea,,,,
62,,Left Winger,,,,
63,37.0,Näis DjouahraN. DjouahraLeft Winger,Näis Djouahra,"Nov 23, 1999 (22)",,€2.00m
64,,Näis DjouahraN. Djouahra,,,,
65,,Left Winger,,,,
66,11.0,Adnan JanuzajA. JanuzajRight Winger,Adnan Januzaj,"Feb 5, 1995 (27)",,€12.00m
67,,Adnan JanuzajA. Januzaj,,,,
68,,Right Winger,,,,
69,7.0,PortuPortuRight Winger,Portu,"May 21, 1992 (30)",,€9.00m
70,,PortuPortu,,,,
71,,Right Winger,,,,
72,19.0,Alexander IsakA. IsakCentre-Forward,Alexander Isak,"Sep 21, 1999 (22)",,€30.00m
73,,Alexander IsakA. Isak,,,,
74,,Centre-Forward,,,,
75,23.0,Alexander SörlothA. SörlothCentre-Forward,Alexander Sörloth,"Dec 5, 1995 (26)",,€10.00m
76,,Alexander SörlothA. Sörloth,,,,
77,,Centre-Forward,,,,
78,9.0,Carlos FernándezC. Fernández Centre-Forward,Carlos Fernández,"May 22, 1996 (26)",,€5.00m
79,,Carlos FernándezC. Fernández,,,,
80,,Centre-Forward,,,,
81,35.0,Julen LobeteJ. LobeteCentre-Forward,Julen Lobete,"Sep 18, 2000 (21)",,€5.00m
82,,Julen LobeteJ. Lobete,,,,
83,,Centre-Forward,,,,
0,13.0,Rubén BlancoR. BlancoGoalkeeper,Rubén Blanco,"Jul 25, 1995 (26)",,€3.00m
1,,Rubén BlancoR. Blanco,,,,
2,,Goalkeeper,,,,
3,1.0,Matías DituroM. DituroGoalkeeper,Matías Dituro,"May 8, 1987 (35)",,€1.00m
4,,Matías DituroM. Dituro,,,,
5,,Goalkeeper,,,,
6,15.0,Joseph AidooJ. AidooCentre-Back,Joseph Aidoo,"Sep 29, 1995 (26)",,€7.00m
7,,Joseph AidooJ. Aidoo,,,,
8,,Centre-Back,,,,
9,4.0,Néstor AraújoN. AraújoCentre-Back,Néstor Araújo,"Aug 29, 1991 (30)",,€4.00m
10,,Néstor AraújoN. Araújo,,,,
11,,Centre-Back,,,,
12,24.0,Jeison MurilloJ. MurilloCentre-Back,Jeison Murillo,"May 27, 1992 (30)",,€3.50m
13,,Jeison MurilloJ. Murillo,,,,
14,,Centre-Back,,,,
15,19.0,José FontánJ. FontánCentre-Back,José Fontán,"Feb 11, 2000 (22)",,€1.00m
16,,José FontánJ. Fontán,,,,
17,,Centre-Back,,,,
18,28.0,Carlos DomínguezC. DomínguezCentre-Back,Carlos Domínguez,"Feb 11, 2001 (21)",,€1.00m
19,,Carlos DomínguezC. Domínguez,,,,
20,,Centre-Back,,,,
21,17.0,Javi GalánJ. GalánLeft-Back,Javi Galán,"Nov 19, 1994 (27)",,€12.00m
22,,Javi GalánJ. Galán,,,,
23,,Left-Back,,,,
24,2.0,Hugo MalloH. Mallo Right-Back,Hugo Mallo,"Jun 22, 1991 (30)",,€4.00m
25,,Hugo MalloH. Mallo,,,,
26,,Right-Back,,,,
27,20.0,Kevin VázquezK. VázquezRight-Back,Kevin Vázquez,"Mar 23, 1993 (29)",,€2.00m
28,,Kevin VázquezK. Vázquez,,,,
29,,Right-Back,,,,
30,14.0,Renato TapiaR. Tapia Defensive Midfield,Renato Tapia,"Jul 28, 1995 (26)",,€10.00m
31,,Renato TapiaR. Tapia,,,,
32,,Defensive Midfield,,,,
33,8.0,Fran BeltránF. BeltránCentral Midfield,Fran Beltrán,"Feb 3, 1999 (23)",,€15.00m
34,,Fran BeltránF. Beltrán,,,,
35,,Central Midfield,,,,
36,18.0,Orbelín PinedaO. PinedaCentral Midfield,Orbelín Pineda,"Mar 24, 1996 (26)",,€4.00m
37,,Orbelín PinedaO. Pineda,,,,
38,,Central Midfield,,,,
39,21.0,Augusto SolariA. SolariRight Midfield,Augusto Solari,"Jan 3, 1992 (30)",,€2.50m
40,,Augusto SolariA. Solari,,,,
41,,Right Midfield,,,,
42,6.0,Denis SuárezD. SuárezAttacking Midfield,Denis Suárez,"Jan 6, 1994 (28)",,€10.00m
43,,Denis SuárezD. Suárez,,,,
44,,Attacking Midfield,,,,
45,11.0,Franco CerviF. CerviLeft Winger,Franco Cervi,"May 26, 1994 (28)",,€5.00m
46,,Franco CerviF. Cervi,,,,
47,,Left Winger,,,,
48,9.0,NolitoNolitoLeft Winger,Nolito,"Oct 15, 1986 (35)",,€1.20m
49,,NolitoNolito,,,,
50,,Left Winger,,,,
51,23.0,Brais MéndezB. MéndezRight Winger,Brais Méndez,"Jan 7, 1997 (25)",,€18.00m
52,,Brais MéndezB. Méndez,,,,
53,,Right Winger,,,,
54,10.0,Iago AspasI. AspasCentre-Forward,Iago Aspas,"Aug 1, 1987 (34)",,€7.00m
55,,Iago AspasI. Aspas,,,,
56,,Centre-Forward,,,,
57,7.0,Thiago GalhardoThiago GalhardoCentre-Forward,Thiago Galhardo,"Jul 20, 1989 (32)",,€2.00m
58,,Thiago GalhardoThiago Galhardo,,,,
59,,Centre-Forward,,,,
60,22.0,Santi MinaS. Mina Centre-Forward,Santi Mina,"Dec 7, 1995 (26)",,
61,,Santi MinaS. Mina,,,,
62,,Centre-Forward,,,,
0,1.0,Unai SimónU. SimónGoalkeeper,Unai Simón,"Jun 11, 1997 (24)",,€25.00m
1,,Unai SimónU. Simón,,,,
2,,Goalkeeper,,,,
3,26.0,Julen AgirrezabalaJ. AgirrezabalaGoalkeeper,Julen Agirrezabala,"Dec 26, 2000 (21)",,€5.00m
4,,Julen AgirrezabalaJ. Agirrezabala,,,,
5,,Goalkeeper,,,,
6,13.0,Jokin EzkietaJ. EzkietaGoalkeeper,Jokin Ezkieta,"Aug 17, 1996 (25)",,€300Th.
7,,Jokin EzkietaJ. Ezkieta,,,,
8,,Goalkeeper,,,,
9,4.0,Iñigo MartínezI. MartínezCentre-Back,Iñigo Martínez,"May 17, 1991 (31)",,€25.00m
10,,Iñigo MartínezI. Martínez,,,,
11,,Centre-Back,,,,
12,5.0,Yeray ÁlvarezY. ÁlvarezCentre-Back,Yeray Álvarez,"Jan 24, 1995 (27)",,€13.00m
13,,Yeray ÁlvarezY. Álvarez,,,,
14,,Centre-Back,,,,
15,12.0,Dani VivianD. VivianCentre-Back,Dani Vivian,"Jul 5, 1999 (22)",,€12.00m
16,,Dani VivianD. Vivian,,,,
17,,Centre-Back,,,,
18,3.0,Unai NúñezU. NúñezCentre-Back,Unai Núñez,"Jan 30, 1997 (25)",,€9.00m
19,,Unai NúñezU. Núñez,,,,
20,,Centre-Back,,,,
21,17.0,Yuri BerchicheY. BerchicheLeft-Back,Yuri Berchiche,"Feb 10, 1990 (32)",,€3.00m
22,,Yuri BerchicheY. Berchiche,,,,
23,,Left-Back,,,,
24,24.0,Mikel BalenziagaM. BalenziagaLeft-Back,Mikel Balenziaga,"Feb 29, 1988 (34)",,€1.20m
25,,Mikel BalenziagaM. Balenziaga,,,,
26,,Left-Back,,,,
27,15.0,Iñigo LekueI. LekueRight-Back,Iñigo Lekue,"May 4, 1993 (29)",,€3.00m
28,,Iñigo LekueI. Lekue,,,,
29,,Right-Back,,,,
30,21.0,Ander CapaA. CapaRight-Back,Ander Capa,"Feb 8, 1992 (30)",,€2.50m
31,,Ander CapaA. Capa,,,,
32,,Right-Back,,,,
33,18.0,Óscar de MarcosÓ. de MarcosRight-Back,Óscar de Marcos,"Apr 14, 1989 (33)",,€1.80m
34,,Óscar de MarcosÓ. de Marcos,,,,
35,,Right-Back,,,,
36,2.0,Álex PetxaÁ. PetxaRight-Back,Álex Petxa,"Feb 6, 1997 (25)",,€1.00m
37,,Álex PetxaÁ. Petxa,,,,
38,,Right-Back,,,,
39,6.0,Mikel VesgaM. VesgaDefensive Midfield,Mikel Vesga,"Apr 8, 1993 (29)",,€3.00m
40,,Mikel VesgaM. Vesga,,,,
41,,Defensive Midfield,,,,
42,16.0,Unai VencedorU. VencedorCentral Midfield,Unai Vencedor,"Nov 15, 2000 (21)",,€20.00m
43,,Unai VencedorU. Vencedor,,,,
44,,Central Midfield,,,,
45,19.0,Oier ZarragaO. ZarragaCentral Midfield,Oier Zarraga,"Jan 4, 1999 (23)",,€3.50m
46,,Oier ZarragaO. Zarraga,,,,
47,,Central Midfield,,,,
48,14.0,Dani GarcíaD. GarcíaCentral Midfield,Dani García,"May 24, 1990 (32)",,€3.00m
49,,Dani GarcíaD. García,,,,
50,,Central Midfield,,,,
51,10.0,Iker MuniainI. Muniain Left Winger,Iker Muniain,"Dec 19, 1992 (29)",,€16.00m
52,,Iker MuniainI. Muniain,,,,
53,,Left Winger,,,,
54,33.0,Nico SerranoN. SerranoLeft Winger,Nico Serrano,"Mar 5, 2003 (19)",,€2.50m
55,,Nico SerranoN. Serrano,,,,
56,,Left Winger,,,,
57,7.0,Álex BerenguerÁ. BerenguerRight Winger,Álex Berenguer,"Jul 4, 1995 (26)",,€12.00m
58,,Álex BerenguerÁ. Berenguer,,,,
59,,Right Winger,,,,
60,30.0,Nico WilliamsN. WilliamsRight Winger,Nico Williams,"Jul 12, 2002 (19)",,€12.00m
61,,Nico WilliamsN. Williams,,,,
62,,Right Winger,,,,
63,8.0,Oihan SancetO. SancetSecond Striker,Oihan Sancet,"Apr 25, 2000 (22)",,€15.00m
64,,Oihan SancetO. Sancet,,,,
65,,Second Striker,,,,
66,9.0,Iñaki WilliamsI. WilliamsCentre-Forward,Iñaki Williams,"Jun 15, 1994 (27)",,€25.00m
67,,Iñaki WilliamsI. Williams,,,,
68,,Centre-Forward,,,,
69,20.0,Asier VillalibreA. VillalibreCentre-Forward,Asier Villalibre,"Sep 30, 1997 (24)",,€3.00m
70,,Asier VillalibreA. Villalibre,,,,
71,,Centre-Forward,,,,
72,22.0,Raúl GarcíaR. GarcíaCentre-Forward,Raúl García,"Jul 11, 1986 (35)",,€2.50m
73,,Raúl GarcíaR. García,,,,
74,,Centre-Forward,,,,
0,13.0,Stole DimitrievskiS. DimitrievskiGoalkeeper,Stole Dimitrievski,"Dec 25, 1993 (28)",,€3.00m
1,,Stole DimitrievskiS. Dimitrievski,,,,
2,,Goalkeeper,,,,
3,1.0,Luca ZidaneL. ZidaneGoalkeeper,Luca Zidane,"May 13, 1998 (24)",,€2.00m
4,,Luca ZidaneL. Zidane,,,,
5,,Goalkeeper,,,,
6,5.0,Alejandro CatenaA. CatenaCentre-Back,Alejandro Catena,"Oct 28, 1994 (27)",,€4.00m
7,,Alejandro CatenaA. Catena,,,,
8,,Centre-Back,,,,
9,2.0,Nikola MarasN. MarasCentre-Back,Nikola Maras,"Dec 19, 1995 (26)",,€1.20m
10,,Nikola MarasN. Maras,,,,
11,,Centre-Back,,,,
12,24.0,Esteban SaveljichE. SaveljichCentre-Back,Esteban Saveljich,"May 20, 1991 (31)",,€800Th.
13,,Esteban SaveljichE. Saveljich,,,,
14,,Centre-Back,,,,
15,4.0,Mario SuárezM. SuárezCentre-Back,Mario Suárez,"Feb 24, 1987 (35)",,€300Th.
16,,Mario SuárezM. Suárez,,,,
17,,Centre-Back,,,,
18,33.0,Fran GarcíaF. GarcíaLeft-Back,Fran García,"Aug 14, 1999 (22)",,€7.50m
19,,Fran GarcíaF. García,,,,
20,,Left-Back,,,,
21,19.0,Kévin RodriguesK. RodriguesLeft-Back,Kévin Rodrigues,"Mar 5, 1994 (28)",,€1.80m
22,,Kévin RodriguesK. Rodrigues,,,,
23,,Left-Back,,,,
24,20.0,Iván BalliuI. BalliuRight-Back,Iván Balliu,"Jan 1, 1992 (30)",,€2.00m
25,,Iván BalliuI. Balliu,,,,
26,,Right-Back,,,,
27,32.0,Mario HernándezM. HernándezRight-Back,Mario Hernández,"Jan 25, 1999 (23)",,€800Th.
28,,Mario HernándezM. Hernández,,,,
29,,Right-Back,,,,
30,6.0,Santi ComesañaS. ComesañaCentral Midfield,Santi Comesaña,"Oct 5, 1996 (25)",,€4.00m
31,,Santi ComesañaS. Comesaña,,,,
32,,Central Midfield,,,,
33,12.0,Unai LópezU. LópezCentral Midfield,Unai López,"Oct 30, 1995 (26)",,€4.00m
34,,Unai LópezU. López,,,,
35,,Central Midfield,,,,
36,23.0,Óscar ValentínÓ. ValentínCentral Midfield,Óscar Valentín,"Aug 20, 1994 (27)",,€3.00m
37,,Óscar ValentínÓ. Valentín,,,,
38,,Central Midfield,,,,
39,21.0,Pathé CissP. CissCentral Midfield,Pathé Ciss,"Mar 16, 1994 (28)",,€2.00m
40,,Pathé CissP. Ciss,,,,
41,,Central Midfield,,,,
42,9.0,Randy NtekaR. NtekaAttacking Midfield,Randy Nteka,"Dec 6, 1997 (24)",,€4.00m
43,,Randy NtekaR. Nteka,,,,
44,,Attacking Midfield,,,,
45,8.0,Óscar TrejoÓ. Trejo Attacking Midfield,Óscar Trejo,"Apr 26, 1988 (34)",,€3.00m
46,,Óscar TrejoÓ. Trejo,,,,
47,,Attacking Midfield,,,,
48,18.0,Álvaro GarcíaÁ. GarcíaLeft Winger,Álvaro García,"Oct 27, 1992 (29)",,€6.00m
49,,Álvaro GarcíaÁ. García,,,,
50,,Left Winger,,,,
51,17.0,Martín MerquelanzM. Merquelanz Left Winger,Martín Merquelanz,"Jun 12, 1995 (26)",,€1.50m
52,,Martín MerquelanzM. Merquelanz,,,,
53,,Left Winger,,,,
54,10.0,BebéBebéLeft Winger,Bebé,"Jul 12, 1990 (31)",,€800Th.
55,,BebéBebé,,,,
56,,Left Winger,,,,
57,7.0,Isi PalazónI. PalazónRight Winger,Isi Palazón,"Dec 27, 1994 (27)",,€3.00m
58,,Isi PalazónI. Palazón,,,,
59,,Right Winger,,,,
60,16.0,Sergi GuardiolaS. GuardiolaCentre-Forward,Sergi Guardiola,"May 29, 1991 (31)",,€3.00m
61,,Sergi GuardiolaS. Guardiola,,,,
62,,Centre-Forward,,,,
63,3.0,Radamel FalcaoR. FalcaoCentre-Forward,Radamel Falcao,"Feb 10, 1986 (36)",,€2.00m
64,,Radamel FalcaoR. Falcao,,,,
65,,Centre-Forward,,,,
66,11.0,Mamadou SyllaM. SyllaCentre-Forward,Mamadou Sylla,"Mar 20, 1994 (28)",,€1.20m
67,,Mamadou SyllaM. Sylla,,,,
68,,Centre-Forward,,,,
0,1.0,Sergio HerreraS. HerreraGoalkeeper,Sergio Herrera,"Jun 5, 1993 (29)",,€8.00m
1,,Sergio HerreraS. Herrera,,,,
2,,Goalkeeper,,,,
3,13.0,Juan PérezJ. PérezGoalkeeper,Juan Pérez,"Jul 15, 1996 (25)",,€600Th.
4,,Juan PérezJ. Pérez,,,,
5,,Goalkeeper,,,,
6,5.0,David GarcíaD. GarcíaCentre-Back,David García,"Feb 14, 1994 (28)",,€20.00m
7,,David GarcíaD. García,,,,
8,,Centre-Back,,,,
9,4.0,Unai GarcíaU. GarcíaCentre-Back,Unai García,"Feb 3, 1992 (30)",,€1.50m
10,,Unai GarcíaU. García,,,,
11,,Centre-Back,,,,
12,23.0,Aridane HernándezA. HernándezCentre-Back,Aridane Hernández,"Mar 23, 1989 (33)",,€1.50m
13,,Aridane HernándezA. Hernández,,,,
14,,Centre-Back,,,,
15,15.0,Jonás RamalhoJ. RamalhoCentre-Back,Jonás Ramalho,"Jun 10, 1993 (28)",,€800Th.
16,,Jonás RamalhoJ. Ramalho,,,,
17,,Centre-Back,,,,
18,39.0,Manu SánchezM. SánchezLeft-Back,Manu Sánchez,"Aug 24, 2000 (21)",,€10.00m
19,,Manu SánchezM. Sánchez,,,,
20,,Left-Back,,,,
21,3.0,Juan CruzJuan CruzLeft-Back,Juan Cruz,"Jul 28, 1992 (29)",,€2.00m
22,,Juan CruzJuan Cruz,,,,
23,,Left-Back,,,,
24,16.0,CoteCoteLeft-Back,Cote,"Sep 5, 1989 (32)",,€1.50m
25,,CoteCote,,,,
26,,Left-Back,,,,
27,2.0,Nacho VidalN. VidalRight-Back,Nacho Vidal,"Jan 24, 1995 (27)",,€5.00m
28,,Nacho VidalN. Vidal,,,,
29,,Right-Back,,,,
30,32.0,Jesús AresoJ. AresoRight-Back,Jesús Areso,"Jul 2, 1999 (22)",,€800Th.
31,,Jesús AresoJ. Areso,,,,
32,,Right-Back,,,,
33,24.0,Lucas TorróL. TorróDefensive Midfield,Lucas Torró,"Jul 19, 1994 (27)",,€5.00m
34,,Lucas TorróL. Torró,,,,
35,,Defensive Midfield,,,,
36,6.0,Oier SanjurjoO. Sanjurjo Defensive Midfield,Oier Sanjurjo,"May 25, 1986 (36)",,€500Th.
37,,Oier SanjurjoO. Sanjurjo,,,,
38,,Defensive Midfield,,,,
39,7.0,Jon MoncayolaJ. MoncayolaCentral Midfield,Jon Moncayola,"May 13, 1998 (24)",,€12.00m
40,,Jon MoncayolaJ. Moncayola,,,,
41,,Central Midfield,,,,
42,8.0,Darko BrasanacD. BrasanacCentral Midfield,Darko Brasanac,"Feb 12, 1992 (30)",,€2.00m
43,,Darko BrasanacD. Brasanac,,,,
44,,Central Midfield,,,,
45,21.0,Iñigo PérezI. PérezCentral Midfield,Iñigo Pérez,"Jan 18, 1988 (34)",,€600Th.
46,,Iñigo PérezI. Pérez,,,,
47,,Central Midfield,,,,
48,10.0,Roberto TorresR. TorresAttacking Midfield,Roberto Torres,"Mar 7, 1989 (33)",,€3.00m
49,,Roberto TorresR. Torres,,,,
50,,Attacking Midfield,,,,
51,28.0,Javi MartínezJ. MartínezAttacking Midfield,Javi Martínez,"Dec 22, 1999 (22)",,€2.50m
52,,Javi MartínezJ. Martínez,,,,
53,,Attacking Midfield,,,,
54,14.0,Rubén GarcíaR. GarcíaLeft Winger,Rubén García,"Jul 14, 1993 (28)",,€8.00m
55,,Rubén GarcíaR. García,,,,
56,,Left Winger,,,,
57,11.0,Kike BarjaK. BarjaRight Winger,Kike Barja,"Apr 1, 1997 (25)",,€3.00m
58,,Kike BarjaK. Barja,,,,
59,,Right Winger,,,,
60,9.0,Chimy ÁvilaC. ÁvilaCentre-Forward,Chimy Ávila,"Feb 6, 1994 (28)",,€8.00m
61,,Chimy ÁvilaC. Ávila,,,,
62,,Centre-Forward,,,,
63,17.0,Ante BudimirA. BudimirCentre-Forward,Ante Budimir,"Jul 22, 1991 (30)",,€6.00m
64,,Ante BudimirA. Budimir,,,,
65,,Centre-Forward,,,,
66,18.0,Kike GarcíaK. GarcíaCentre-Forward,Kike García,"Nov 25, 1989 (32)",,€1.80m
67,,Kike GarcíaK. García,,,,
68,,Centre-Forward,,,,
69,20.0,BarberoBarberoCentre-Forward,Barbero,"Aug 17, 1998 (23)",,€500Th.
70,,BarberoBarbero,,,,
71,,Centre-Forward,,,,
0,13.0,David SoriaD. SoriaGoalkeeper,David Soria,"Apr 4, 1993 (29)",,€8.00m
1,,David SoriaD. Soria,,,,
2,,Goalkeeper,,,,
3,1.0,Rubén YáñezR. YáñezGoalkeeper,Rubén Yáñez,"Oct 12, 1993 (28)",,€1.50m
4,,Rubén YáñezR. Yáñez,,,,
5,,Goalkeeper,,,,
6,27.0,Diego CondeD. CondeGoalkeeper,Diego Conde,"Oct 28, 1998 (23)",,€300Th.
7,,Diego CondeD. Conde,,,,
8,,Goalkeeper,,,,
9,2.0,DjenéDjené Centre-Back,Djené,"Dec 31, 1991 (30)",,€10.00m
10,,DjenéDjené,,,,
11,,Centre-Back,,,,
12,15.0,Jorge CuencaJ. CuencaCentre-Back,Jorge Cuenca,"Nov 17, 1999 (22)",,€8.00m
13,,Jorge CuencaJ. Cuenca,,,,
14,,Centre-Back,,,,
15,3.0,Erick CabacoE. CabacoCentre-Back,Erick Cabaco,"Apr 19, 1995 (27)",,€1.80m
16,,Erick CabacoE. Cabaco,,,,
17,,Centre-Back,,,,
18,23.0,Stefan MitrovićS. MitrovićCentre-Back,Stefan Mitrović,"May 22, 1990 (32)",,€1.80m
19,,Stefan MitrovićS. Mitrović,,,,
20,,Centre-Back,,,,
21,4.0,Gastón ÁlvarezG. ÁlvarezCentre-Back,Gastón Álvarez,"Mar 24, 2000 (22)",,€500Th.
22,,Gastón ÁlvarezG. Álvarez,,,,
23,,Centre-Back,,,,
24,17.0,Mathías OliveraM. OliveraLeft-Back,Mathías Olivera,"Oct 31, 1997 (24)",,€15.00m
25,,Mathías OliveraM. Olivera,,,,
26,,Left-Back,,,,
27,14.0,Jonathan SilvaJ. SilvaLeft-Back,Jonathan Silva,"Jun 29, 1994 (27)",,€1.80m
28,,Jonathan SilvaJ. Silva,,,,
29,,Left-Back,,,,
30,21.0,Juan IglesiasJ. IglesiasRight-Back,Juan Iglesias,"Jul 3, 1998 (23)",,€1.50m
31,,Juan IglesiasJ. Iglesias,,,,
32,,Right-Back,,,,
33,22.0,Damián SuárezD. SuárezRight-Back,Damián Suárez,"Apr 27, 1988 (34)",,€1.50m
34,,Damián SuárezD. Suárez,,,,
35,,Right-Back,,,,
36,20.0,Nemanja MaksimovićN. MaksimovićDefensive Midfield,Nemanja Maksimović,"Jan 26, 1995 (27)",,€14.00m
37,,Nemanja MaksimovićN. Maksimović,,,,
38,,Defensive Midfield,,,,
39,5.0,FlorentinoFlorentinoDefensive Midfield,Florentino,"Aug 19, 1999 (22)",,€5.00m
40,,FlorentinoFlorentino,,,,
41,,Defensive Midfield,,,,
42,19.0,Okay YokusluO. YokusluDefensive Midfield,Okay Yokuslu,"Mar 9, 1994 (28)",,€3.00m
43,,Okay YokusluO. Yokuslu,,,,
44,,Defensive Midfield,,,,
45,18.0,Mauro ArambarriM. ArambarriCentral Midfield,Mauro Arambarri,"Sep 30, 1995 (26)",,€15.00m
46,,Mauro ArambarriM. Arambarri,,,,
47,,Central Midfield,,,,
48,11.0,Carles AleñáC. AleñáCentral Midfield,Carles Aleñá,"Jan 5, 1998 (24)",,€9.00m
49,,Carles AleñáC. Aleñá,,,,
50,,Central Midfield,,,,
51,6.0,Gonzalo VillarG. VillarCentral Midfield,Gonzalo Villar,"Mar 23, 1998 (24)",,€5.00m
52,,Gonzalo VillarG. Villar,,,,
53,,Central Midfield,,,,
54,16.0,Jakub JanktoJ. Jankto Left Midfield,Jakub Jankto,"Jan 19, 1996 (26)",,€4.00m
55,,Jakub JanktoJ. Jankto,,,,
56,,Left Midfield,,,,
57,24.0,Óscar RodríguezÓ. RodríguezAttacking Midfield,Óscar Rodríguez,"Jun 28, 1998 (23)",,€9.00m
58,,Óscar RodríguezÓ. Rodríguez,,,,
59,,Attacking Midfield,,,,
60,8.0,VitoloVitoloLeft Winger,Vitolo,"Nov 2, 1989 (32)",,€1.50m
61,,VitoloVitolo,,,,
62,,Left Winger,,,,
63,10.0,Enes ÜnalE. ÜnalCentre-Forward,Enes Ünal,"May 10, 1997 (25)",,€25.00m
64,,Enes ÜnalE. Ünal,,,,
65,,Centre-Forward,,,,
66,25.0,Borja MayoralB. MayoralCentre-Forward,Borja Mayoral,"Apr 5, 1997 (25)",,€9.00m
