,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
49,,Sérgio OliveiraS. Oliveira,,,,
50,,Central Midfield,,,,
51,52.0,Edoardo BoveE. BoveCentral Midfield,Edoardo Bove,"May 16, 2002 (20)",,€800Th.
52,,Edoardo BoveE. Bove,,,,
53,,Central Midfield,,,,
54,15.0,Ainsley Maitland-NilesA. Maitland-NilesRight Midfield,Ainsley Maitland-Niles,"Aug 29, 1997 (24)",,€12.00m
55,,Ainsley Maitland-NilesA. Maitland-Niles,,,,
56,,Right Midfield,,,,
57,59.0,Nicola ZalewskiN. ZalewskiLeft Midfield,Nicola Zalewski,"Jan 23, 2002 (20)",,€2.50m
58,,Nicola ZalewskiN. Zalewski,,,,
59,,Left Midfield,,,,
60,7.0,Lorenzo PellegriniL. Pellegrini Attacking Midfield,Lorenzo Pellegrini,"Jun 19, 1996 (25)",,€45.00m
61,,Lorenzo PellegriniL. Pellegrini,,,,
62,,Attacking Midfield,,,,
63,77.0,Henrikh MkhitaryanH. MkhitaryanAttacking Midfield,Henrikh Mkhitaryan,"Jan 21, 1989 (33)",,€10.00m
64,,Henrikh MkhitaryanH. Mkhitaryan,,,,
65,,Attacking Midfield,,,,
66,92.0,Stephan El ShaarawyS. El ShaarawyLeft Winger,Stephan El Shaarawy,"Oct 27, 1992 (29)",,€7.00m
67,,Stephan El ShaarawyS. El Shaarawy,,,,
68,,Left Winger,,,,
69,22.0,Nicolò ZanioloN. Zaniolo Right Winger,Nicolò Zaniolo,"Jul 2, 1999 (22)",,€33.00m
70,,Nicolò ZanioloN. Zaniolo,,,,
71,,Right Winger,,,,
72,11.0,Carles PérezC. PérezRight Winger,Carles Pérez,"Feb 16, 1998 (24)",,€6.00m
73,,Carles PérezC. Pérez,,,,
74,,Right Winger,,,,
75,9.0,Tammy AbrahamT. AbrahamCentre-Forward,Tammy Abraham,"Oct 2, 1997 (24)",,€45.00m
76,,Tammy AbrahamT. Abraham,,,,
77,,Centre-Forward,,,,
78,14.0,Eldor ShomurodovE. ShomurodovCentre-Forward,Eldor Shomurodov,"Jun 29, 1995 (26)",,€10.00m
79,,Eldor ShomurodovE. Shomurodov,,,,
80,,Centre-Forward,,,,
81,64.0,Felix Afena-GyanF. Afena-GyanCentre-Forward,Felix Afena-Gyan,"Jan 19, 2003 (19)",,€5.00m
82,,Felix Afena-GyanF. Afena-Gyan,,,,
83,,Centre-Forward,,,,
0,1,Thomas StrakoshaT. StrakoshaGoalkeeper,Thomas Strakosha,"Mar 19, 1995 (27)",,€7.00m
1,,Thomas StrakoshaT. Strakosha,,,,
2,,Goalkeeper,,,,
3,25,Pepe ReinaP. ReinaGoalkeeper,Pepe Reina,"Aug 31, 1982 (39)",,€800Th.
4,,Pepe ReinaP. Reina,,,,
5,,Goalkeeper,,,,
6,31,Marius AdamonisM. AdamonisGoalkeeper,Marius Adamonis,"May 13, 1997 (25)",,€150Th.
7,,Marius AdamonisM. Adamonis,,,,
8,,Goalkeeper,,,,
9,3,Luiz FelipeLuiz FelipeCentre-Back,Luiz Felipe,"Mar 22, 1997 (25)",,€18.00m
10,,Luiz FelipeLuiz Felipe,,,,
11,,Centre-Back,,,,
12,4,PatricPatricCentre-Back,Patric,"Apr 17, 1993 (29)",,€5.00m
13,,PatricPatric,,,,
14,,Centre-Back,,,,
15,33,Francesco AcerbiF. AcerbiCentre-Back,Francesco Acerbi,"Feb 10, 1988 (34)",,€5.00m
16,,Francesco AcerbiF. Acerbi,,,,
17,,Centre-Back,,,,
18,26,Stefan RaduS. RaduCentre-Back,Stefan Radu,"Oct 22, 1986 (35)",,€1.00m
19,,Stefan RaduS. Radu,,,,
20,,Centre-Back,,,,
21,16,Dimitrije KamenovicD. KamenovicLeft-Back,Dimitrije Kamenovic,"Jul 16, 2000 (21)",,€1.80m
22,,Dimitrije KamenovicD. Kamenovic,,,,
23,,Left-Back,,,,
24,29,Manuel LazzariM. LazzariRight-Back,Manuel Lazzari,"Nov 29, 1993 (28)",,€15.00m
25,,Manuel LazzariM. Lazzari,,,,
26,,Right-Back,,,,
27,77,Adam MarusicA. MarusicRight-Back,Adam Marusic,"Oct 17, 1992 (29)",,€7.50m
28,,Adam MarusicA. Marusic,,,,
29,,Right-Back,,,,
30,23,Elseid HysajE. HysajRight-Back,Elseid Hysaj,"Feb 2, 1994 (28)",,€7.00m
31,,Elseid HysajE. Hysaj,,,,
32,,Right-Back,,,,
33,32,Danilo CataldiD. CataldiDefensive Midfield,Danilo Cataldi,"Aug 6, 1994 (27)",,€5.00m
34,,Danilo CataldiD. Cataldi,,,,
35,,Defensive Midfield,,,,
36,6,Lucas LeivaL. LeivaDefensive Midfield,Lucas Leiva,"Jan 9, 1987 (35)",,€2.00m
37,,Lucas LeivaL. Leiva,,,,
38,,Defensive Midfield,,,,
39,-,Patryk DziczekP. Dziczek Defensive Midfield,Patryk Dziczek,"Mar 25, 1998 (24)",,€800Th.
40,,Patryk DziczekP. Dziczek,,,,
41,,Defensive Midfield,,,,
42,21,Sergej Milinković-SavićS. Milinković-SavićCentral Midfield,Sergej Milinković-Savić,"Feb 27, 1995 (27)",,€70.00m
43,,Sergej Milinković-SavićS. Milinković-Savić,,,,
44,,Central Midfield,,,,
45,10,Luis AlbertoLuis AlbertoCentral Midfield,Luis Alberto,"Sep 28, 1992 (29)",,€32.00m
46,,Luis AlbertoLuis Alberto,,,,
47,,Central Midfield,,,,
48,88,Toma BasicT. BasicCentral Midfield,Toma Basic,"Nov 25, 1996 (25)",,€9.00m
49,,Toma BasicT. Basic,,,,
50,,Central Midfield,,,,
51,8,Jean-Daniel Akpa AkproJ. Akpa AkproCentral Midfield,Jean-Daniel Akpa Akpro,"Oct 11, 1992 (29)",,€3.20m
52,,Jean-Daniel Akpa AkproJ. Akpa Akpro,,,,
53,,Central Midfield,,,,
54,20,Mattia ZaccagniM. ZaccagniAttacking Midfield,Mattia Zaccagni,"Jun 16, 1995 (26)",,€18.00m
55,,Mattia ZaccagniM. Zaccagni,,,,
56,,Attacking Midfield,,,,
57,11,Jovane CabralJ. CabralLeft Winger,Jovane Cabral,"Jun 14, 1998 (23)",,€7.00m
58,,Jovane CabralJ. Cabral,,,,
59,,Left Winger,,,,
60,27,Raúl MoroR. MoroLeft Winger,Raúl Moro,"Dec 5, 2002 (19)",,€3.00m
61,,Raúl MoroR. Moro,,,,
62,,Left Winger,,,,
63,7,Felipe AndersonFelipe AndersonRight Winger,Felipe Anderson,"Apr 15, 1993 (29)",,€13.00m
64,,Felipe AndersonFelipe Anderson,,,,
65,,Right Winger,,,,
66,9,PedroPedroRight Winger,Pedro,"Jul 28, 1987 (34)",,€4.00m
67,,PedroPedro,,,,
68,,Right Winger,,,,
69,18,Luka RomeroL. RomeroRight Winger,Luka Romero,"Nov 18, 2004 (17)",,€1.00m
70,,Luka RomeroL. Romero,,,,
71,,Right Winger,,,,
72,17,Ciro ImmobileC. Immobile Centre-Forward,Ciro Immobile,"Feb 20, 1990 (32)",,€30.00m
73,,Ciro ImmobileC. Immobile,,,,
74,,Centre-Forward,,,,
0,32.0,Vanja Milinković-SavićV. Milinković-SavićGoalkeeper,Vanja Milinković-Savić,"Feb 20, 1997 (25)",,€4.50m
1,,Vanja Milinković-SavićV. Milinković-Savić,,,,
2,,Goalkeeper,,,,
3,1.0,Etrit BerishaE. BerishaGoalkeeper,Etrit Berisha,"Mar 10, 1989 (33)",,€800Th.
4,,Etrit BerishaE. Berisha,,,,
5,,Goalkeeper,,,,
6,89.0,Luca GemelloL. GemelloGoalkeeper,Luca Gemello,"Jul 3, 2000 (21)",,€275Th.
7,,Luca GemelloL. Gemello,,,,
8,,Goalkeeper,,,,
9,3.0,BremerBremerCentre-Back,Bremer,"Mar 18, 1997 (25)",,€30.00m
10,,BremerBremer,,,,
11,,Centre-Back,,,,
12,6.0,David ZimaD. ZimaCentre-Back,David Zima,"Nov 8, 2000 (21)",,€7.50m
13,,David ZimaD. Zima,,,,
14,,Centre-Back,,,,
15,99.0,Alessandro BuongiornoA. BuongiornoCentre-Back,Alessandro Buongiorno,"Jun 6, 1999 (23)",,€4.00m
16,,Alessandro BuongiornoA. Buongiorno,,,,
17,,Centre-Back,,,,
18,5.0,Armando IzzoA. IzzoCentre-Back,Armando Izzo,"Mar 2, 1992 (30)",,€3.00m
19,,Armando IzzoA. Izzo,,,,
20,,Centre-Back,,,,
21,26.0,Koffi DjidjiK. DjidjiCentre-Back,Koffi Djidji,"Nov 30, 1992 (29)",,€3.00m
22,,Koffi DjidjiK. Djidji,,,,
23,,Centre-Back,,,,
24,13.0,Ricardo RodríguezR. RodríguezCentre-Back,Ricardo Rodríguez,"Aug 25, 1992 (29)",,€2.00m
25,,Ricardo RodríguezR. Rodríguez,,,,
26,,Centre-Back,,,,
27,15.0,Cristian AnsaldiC. AnsaldiLeft-Back,Cristian Ansaldi,"Sep 20, 1986 (35)",,€1.00m
28,,Cristian AnsaldiC. Ansaldi,,,,
29,,Left-Back,,,,
30,17.0,Stephane SingoS. Singo Right-Back,Stephane Singo,"Dec 25, 2000 (21)",,€15.00m
31,,Stephane SingoS. Singo,,,,
32,,Right-Back,,,,
33,27.0,Mërgim VojvodaM. VojvodaRight-Back,Mërgim Vojvoda,"Feb 1, 1995 (27)",,€4.50m
34,,Mërgim VojvodaM. Vojvoda,,,,
35,,Right-Back,,,,
36,34.0,Ola AinaOla AinaRight-Back,Ola Aina,"Oct 8, 1996 (25)",,€4.00m
37,,Ola AinaOla Aina,,,,
38,,Right-Back,,,,
39,38.0,Rolando MandragoraR. MandragoraDefensive Midfield,Rolando Mandragora,"Jun 29, 1997 (24)",,€14.00m
40,,Rolando MandragoraR. Mandragora,,,,
41,,Defensive Midfield,,,,
42,28.0,Samuele RicciS. RicciDefensive Midfield,Samuele Ricci,"Aug 21, 2001 (20)",,€12.00m
43,,Samuele RicciS. Ricci,,,,
44,,Defensive Midfield,,,,
45,22.0,Dennis PraetD. PraetCentral Midfield,Dennis Praet,"May 14, 1994 (28)",,€15.00m
46,,Dennis PraetD. Praet,,,,
47,,Central Midfield,,,,
48,4.0,Tommaso PobegaT. PobegaCentral Midfield,Tommaso Pobega,"Jul 15, 1999 (22)",,€14.00m
49,,Tommaso PobegaT. Pobega,,,,
50,,Central Midfield,,,,
51,10.0,Saša LukićS. LukićCentral Midfield,Saša Lukić,"Aug 13, 1996 (25)",,€12.00m
52,,Saša LukićS. Lukić,,,,
53,,Central Midfield,,,,
54,77.0,Karol LinettyK. LinettyCentral Midfield,Karol Linetty,"Feb 2, 1995 (27)",,€4.00m
55,,Karol LinettyK. Linetty,,,,
56,,Central Midfield,,,,
57,93.0,Mohamed FaresM. Fares Left Midfield,Mohamed Fares,"Feb 15, 1996 (26)",,€4.50m
58,,Mohamed FaresM. Fares,,,,
59,,Left Midfield,,,,
60,14.0,Josip BrekaloJ. BrekaloLeft Winger,Josip Brekalo,"Jun 23, 1998 (23)",,€15.00m
61,,Josip BrekaloJ. Brekalo,,,,
62,,Left Winger,,,,
63,11.0,Marko PjacaM. PjacaLeft Winger,Marko Pjaca,"May 6, 1995 (27)",,€4.00m
64,,Marko PjacaM. Pjaca,,,,
65,,Left Winger,,,,
66,70.0,Magnus WarmingM. WarmingLeft Winger,Magnus Warming,"Jun 8, 2000 (21)",,€1.00m
67,,Magnus WarmingM. Warming,,,,
68,,Left Winger,,,,
69,23.0,Demba SeckD. SeckRight Winger,Demba Seck,"Feb 10, 2001 (21)",,€3.00m
70,,Demba SeckD. Seck,,,,
71,,Right Winger,,,,
72,20.0,Simone EderaS. EderaRight Winger,Simone Edera,"Jan 9, 1997 (25)",,€500Th.
73,,Simone EderaS. Edera,,,,
74,,Right Winger,,,,
75,9.0,Andrea BelottiA. Belotti Centre-Forward,Andrea Belotti,"Dec 20, 1993 (28)",,€28.00m
76,,Andrea BelottiA. Belotti,,,,
77,,Centre-Forward,,,,
78,19.0,Antonio SanabriaA. SanabriaCentre-Forward,Antonio Sanabria,"Mar 4, 1996 (26)",,€7.50m
79,,Antonio SanabriaA. Sanabria,,,,
80,,Centre-Forward,,,,
81,64.0,Pietro PellegriP. PellegriCentre-Forward,Pietro Pellegri,"Mar 17, 2001 (21)",,€5.00m
82,,Pietro PellegriP. Pellegri,,,,
83,,Centre-Forward,,,,
84,7.0,Simone ZazaS. ZazaCentre-Forward,Simone Zaza,"Jun 25, 1991 (30)",,€2.00m
85,,Simone ZazaS. Zaza,,,,
86,,Centre-Forward,,,,
0,96.0,Lorenzo MontipòL. MontipòGoalkeeper,Lorenzo Montipò,"Feb 20, 1996 (26)",,€3.50m
1,,Lorenzo MontipòL. Montipò,,,,
2,,Goalkeeper,,,,
3,1.0,Ivor PandurI. Pandur Goalkeeper,Ivor Pandur,"Mar 25, 2000 (22)",,€1.00m
4,,Ivor PandurI. Pandur,,,,
5,,Goalkeeper,,,,
6,12.0,Mattia ChiesaM. ChiesaGoalkeeper,Mattia Chiesa,"Jul 16, 2000 (21)",,€75Th.
7,,Mattia ChiesaM. Chiesa,,,,
8,,Goalkeeper,,,,
9,22.0,Alessandro BerardiA. BerardiGoalkeeper,Alessandro Berardi,"Jan 16, 1991 (31)",,€50Th.
10,,Alessandro BerardiA. Berardi,,,,
11,,Goalkeeper,,,,
12,16.0,Nicolò CasaleN. CasaleCentre-Back,Nicolò Casale,"Feb 14, 1998 (24)",,€6.00m
13,,Nicolò CasaleN. Casale,,,,
14,,Centre-Back,,,,
15,21.0,Koray GünterK. GünterCentre-Back,Koray Günter,"Aug 16, 1994 (27)",,€5.00m
16,,Koray GünterK. Günter,,,,
17,,Centre-Back,,,,
18,27.0,Pawel DawidowiczP. DawidowiczCentre-Back,Pawel Dawidowicz,"May 20, 1995 (27)",,€4.50m
19,,Pawel DawidowiczP. Dawidowicz,,,,
20,,Centre-Back,,,,
21,17.0,Federico CeccheriniF. CeccheriniCentre-Back,Federico Ceccherini,"May 11, 1992 (30)",,€3.50m
22,,Federico CeccheriniF. Ceccherini,,,,
23,,Centre-Back,,,,
24,45.0,Panagiotis RetsosP. RetsosCentre-Back,Panagiotis Retsos,"Aug 9, 1998 (23)",,€3.50m
25,,Panagiotis RetsosP. Retsos,,,,
26,,Centre-Back,,,,
27,31.0,Bosko SutaloB. SutaloCentre-Back,Bosko Sutalo,"Jan 1, 2000 (22)",,€3.00m
28,,Bosko SutaloB. Sutalo,,,,
29,,Centre-Back,,,,
30,42.0,Diego CoppolaD. CoppolaCentre-Back,Diego Coppola,"Dec 28, 2003 (18)",,€800Th.
31,,Diego CoppolaD. Coppola,,,,
32,,Centre-Back,,,,
33,30.0,Gianluca FrabottaG. FrabottaLeft-Back,Gianluca Frabotta,"Jun 24, 1999 (22)",,€2.50m
34,,Gianluca FrabottaG. Frabotta,,,,
35,,Left-Back,,,,
36,5.0,Davide FaraoniD. FaraoniRight-Back,Davide Faraoni,"Oct 25, 1991 (30)",,€7.00m
37,,Davide FaraoniD. Faraoni,,,,
38,,Right-Back,,,,
39,29.0,Fabio DepaoliF. DepaoliRight-Back,Fabio Depaoli,"Apr 24, 1997 (25)",,€2.50m
40,,Fabio DepaoliF. Depaoli,,,,
41,,Right-Back,,,,
42,61.0,Adrien TamèzeA. TamèzeDefensive Midfield,Adrien Tamèze,"Feb 4, 1994 (28)",,€7.00m
43,,Adrien TamèzeA. Tamèze,,,,
44,,Defensive Midfield,,,,
45,78.0,Martin HonglaM. HonglaDefensive Midfield,Martin Hongla,"Mar 16, 1998 (24)",,€4.50m
46,,Martin HonglaM. Hongla,,,,
47,,Defensive Midfield,,,,
48,4.0,Miguel VelosoM. Veloso Defensive Midfield,Miguel Veloso,"May 11, 1986 (36)",,€900Th.
49,,Miguel VelosoM. Veloso,,,,
50,,Defensive Midfield,,,,
51,14.0,Ivan IlićI. IlićCentral Midfield,Ivan Ilić,"Mar 17, 2001 (21)",,€11.00m
52,,Ivan IlićI. Ilić,,,,
53,,Central Midfield,,,,
54,24.0,Daniel BessaD. BessaCentral Midfield,Daniel Bessa,"Jan 14, 1993 (29)",,€2.50m
55,,Daniel BessaD. Bessa,,,,
56,,Central Midfield,,,,
57,8.0,Darko LazovićD. LazovićLeft Midfield,Darko Lazović,"Sep 15, 1990 (31)",,€4.00m
58,,Darko LazovićD. Lazović,,,,
59,,Left Midfield,,,,
60,7.0,Antonin BarakA. BarakAttacking Midfield,Antonin Barak,"Dec 3, 1994 (27)",,€20.00m
61,,Antonin BarakA. Barak,,,,
62,,Attacking Midfield,,,,
63,88.0,Mateusz PraszelikM. PraszelikAttacking Midfield,Mateusz Praszelik,"Sep 26, 2000 (21)",,€1.50m
64,,Mateusz PraszelikM. Praszelik,,,,
65,,Attacking Midfield,,,,
66,18.0,Matteo CancellieriM. CancellieriRight Winger,Matteo Cancellieri,"Feb 12, 2002 (20)",,€1.00m
67,,Matteo CancellieriM. Cancellieri,,,,
68,,Right Winger,,,,
69,10.0,Gianluca CaprariG. CaprariSecond Striker,Gianluca Caprari,"Jul 30, 1993 (28)",,€10.00m
70,,Gianluca CaprariG. Caprari,,,,
71,,Second Striker,,,,
72,99.0,Giovanni SimeoneG. SimeoneCentre-Forward,Giovanni Simeone,"Jul 5, 1995 (26)",,€17.00m
73,,Giovanni SimeoneG. Simeone,,,,
74,,Centre-Forward,,,,
75,11.0,Kevin LasagnaK. LasagnaCentre-Forward,Kevin Lasagna,"Aug 10, 1992 (29)",,€3.50m
76,,Kevin LasagnaK. Lasagna,,,,
77,,Centre-Forward,,,,
0,1.0,Marco SilvestriM. SilvestriGoalkeeper,Marco Silvestri,"Mar 2, 1991 (31)",,€6.00m
1,,Marco SilvestriM. Silvestri,,,,
2,,Goalkeeper,,,,
3,20.0,Daniele PadelliD. PadelliGoalkeeper,Daniele Padelli,"Oct 25, 1985 (36)",,€400Th.
4,,Daniele PadelliD. Padelli,,,,
5,,Goalkeeper,,,,
6,31.0,Manuel GaspariniM. GaspariniGoalkeeper,Manuel Gasparini,"May 19, 2002 (20)",,€200Th.
7,,Manuel GaspariniM. Gasparini,,,,
8,,Goalkeeper,,,,
9,29.0,Antonio SanturroA. SanturroGoalkeeper,Antonio Santurro,"Feb 29, 1992 (30)",,€50Th.
10,,Antonio SanturroA. Santurro,,,,
11,,Goalkeeper,,,,
12,2.0,Nehuén PérezN. PérezCentre-Back,Nehuén Pérez,"Jun 24, 2000 (21)",,€5.00m
13,,Nehuén PérezN. Pérez,,,,
14,,Centre-Back,,,,
15,17.0,Bram NuytinckB. Nuytinck Centre-Back,Bram Nuytinck,"May 4, 1990 (32)",,€5.00m
16,,Bram NuytinckB. Nuytinck,,,,
17,,Centre-Back,,,,
18,22.0,Pablo MaríP. MaríCentre-Back,Pablo Marí,"Aug 31, 1993 (28)",,€5.00m
19,,Pablo MaríP. Marí,,,,
20,,Centre-Back,,,,
21,50.0,Rodrigo BecãoRodrigo BecãoCentre-Back,Rodrigo Becão,"Jan 19, 1996 (26)",,€5.00m
22,,Rodrigo BecãoRodrigo Becão,,,,
23,,Centre-Back,,,,
24,28.0,Filip BenkovicF. BenkovicCentre-Back,Filip Benkovic,"Jul 13, 1997 (24)",,€2.00m
25,,Filip BenkovicF. Benkovic,,,,
26,,Centre-Back,,,,
27,13.0,Destiny UdogieD. UdogieLeft-Back,Destiny Udogie,"Nov 28, 2002 (19)",,€9.00m
28,,Destiny UdogieD. Udogie,,,,
29,,Left-Back,,,,
30,4.0,Marvin ZeegelaarM. ZeegelaarLeft-Back,Marvin Zeegelaar,"Aug 12, 1990 (31)",,€800Th.
31,,Marvin ZeegelaarM. Zeegelaar,,,,
32,,Left-Back,,,,
33,16.0,Nahuel MolinaN. MolinaRight-Back,Nahuel Molina,"Apr 6, 1998 (24)",,€10.00m
34,,Nahuel MolinaN. Molina,,,,
35,,Right-Back,,,,
36,93.0,Brandon SoppyB. SoppyRight-Back,Brandon Soppy,"Feb 21, 2002 (20)",,€6.00m
37,,Brandon SoppyB. Soppy,,,,
38,,Right-Back,,,,
39,19.0,Jens Stryger LarsenJ. Stryger LarsenRight-Back,Jens Stryger Larsen,"Feb 21, 1991 (31)",,€2.00m
40,,Jens Stryger LarsenJ. Stryger Larsen,,,,
41,,Right-Back,,,,
42,11.0,WalaceWalaceDefensive Midfield,Walace,"Apr 4, 1995 (27)",,€4.50m
43,,WalaceWalace,,,,
44,,Defensive Midfield,,,,
45,8.0,Mato JajaloM. JajaloDefensive Midfield,Mato Jajalo,"May 25, 1988 (34)",,€400Th.
46,,Mato JajaloM. Jajalo,,,,
47,,Defensive Midfield,,,,
48,6.0,Jean-Victor MakengoJ. MakengoCentral Midfield,Jean-Victor Makengo,"Jun 12, 1998 (23)",,€4.00m
49,,Jean-Victor MakengoJ. Makengo,,,,
50,,Central Midfield,,,,
51,5.0,Tolgay ArslanT. ArslanCentral Midfield,Tolgay Arslan,"Aug 16, 1990 (31)",,€2.50m
52,,Tolgay ArslanT. Arslan,,,,
53,,Central Midfield,,,,
54,25.0,Marco BallariniM. BallariniCentral Midfield,Marco Ballarini,"Mar 28, 2001 (21)",,€100Th.
55,,Marco BallariniM. Ballarini,,,,
56,,Central Midfield,,,,
57,37.0,Roberto PereyraR. PereyraAttacking Midfield,Roberto Pereyra,"Jan 7, 1991 (31)",,€7.50m
58,,Roberto PereyraR. Pereyra,,,,
59,,Attacking Midfield,,,,
60,24.0,Lazar SamardzicL. SamardzicAttacking Midfield,Lazar Samardzic,"Feb 24, 2002 (20)",,€3.00m
61,,Lazar SamardzicL. Samardzic,,,,
62,,Attacking Midfield,,,,
63,9.0,BetoBetoCentre-Forward,Beto,"Jan 31, 1998 (24)",,€10.00m
64,,BetoBeto,,,,
65,,Centre-Forward,,,,
66,10.0,Gerard DeulofeuG. DeulofeuCentre-Forward,Gerard Deulofeu,"Mar 13, 1994 (28)",,€10.00m
67,,Gerard DeulofeuG. Deulofeu,,,,
68,,Centre-Forward,,,,
69,23.0,Ignacio PussettoI. PussettoCentre-Forward,Ignacio Pussetto,"Dec 21, 1995 (26)",,€3.00m
70,,Ignacio PussettoI. Pussetto,,,,
71,,Centre-Forward,,,,
72,7.0,Isaac SuccessI. SuccessCentre-Forward,Isaac Success,"Jan 7, 1996 (26)",,€2.00m
73,,Isaac SuccessI. Success,,,,
74,,Centre-Forward,,,,
75,30.0,Ilija NestorovskiI. NestorovskiCentre-Forward,Ilija Nestorovski,"Mar 12, 1990 (32)",,€800Th.
76,,Ilija NestorovskiI. Nestorovski,,,,
77,,Centre-Forward,,,,
0,47,Andrea ConsigliA. ConsigliGoalkeeper,Andrea Consigli,"Jan 27, 1987 (35)",,€2.00m
1,,Andrea ConsigliA. Consigli,,,,
2,,Goalkeeper,,,,
3,24,Giacomo SatalinoG. SatalinoGoalkeeper,Giacomo Satalino,"May 20, 1999 (23)",,€200Th.
4,,Giacomo SatalinoG. Satalino,,,,
5,,Goalkeeper,,,,
6,56,Gianluca PegoloG. PegoloGoalkeeper,Gianluca Pegolo,"Mar 25, 1981 (41)",,€100Th.
7,,Gianluca PegoloG. Pegolo,,,,
8,,Goalkeeper,,,,
9,31,Gian Marco FerrariG. FerrariCentre-Back,Gian Marco Ferrari,"May 15, 1992 (30)",,€10.00m
10,,Gian Marco FerrariG. Ferrari,,,,
11,,Centre-Back,,,,
12,5,Kaan AyhanK. AyhanCentre-Back,Kaan Ayhan,"Nov 10, 1994 (27)",,€5.00m
13,,Kaan AyhanK. Ayhan,,,,
14,,Centre-Back,,,,
15,44,Ruan TressoldiR. TressoldiCentre-Back,Ruan Tressoldi,"Jun 7, 1999 (23)",,€5.00m
16,,Ruan TressoldiR. Tressoldi,,,,
17,,Centre-Back,,,,
18,19,Filippo RomagnaF. Romagna Centre-Back,Filippo Romagna,"May 26, 1997 (25)",,€3.00m
19,,Filippo RomagnaF. Romagna,,,,
20,,Centre-Back,,,,
21,21,Vlad ChirichesV. ChirichesCentre-Back,Vlad Chiriches,"Nov 14, 1989 (32)",,€2.50m
22,,Vlad ChirichesV. Chiriches,,,,
23,,Centre-Back,,,,
24,6,RogérioRogérioLeft-Back,Rogério,"Jan 13, 1998 (24)",,€6.00m
25,,RogérioRogério,,,,
26,,Left-Back,,,,
27,77,Georgios KyriakopoulosG. KyriakopoulosLeft-Back,Georgios Kyriakopoulos,"Feb 5, 1996 (26)",,€5.00m
28,,Georgios KyriakopoulosG. Kyriakopoulos,,,,
29,,Left-Back,,,,
30,13,Federico PelusoF. PelusoLeft-Back,Federico Peluso,"Jan 20, 1984 (38)",,€400Th.
31,,Federico PelusoF. Peluso,,,,
32,,Left-Back,,,,
33,17,Mert MüldürM. MüldürRight-Back,Mert Müldür,"Apr 3, 1999 (23)",,€7.00m
34,,Mert MüldürM. Müldür,,,,
35,,Right-Back,,,,
36,22,Jeremy ToljanJ. ToljanRight-Back,Jeremy Toljan,"Aug 8, 1994 (27)",,€5.00m
37,,Jeremy ToljanJ. Toljan,,,,
38,,Right-Back,,,,
39,8,Maxime LópezM. LópezDefensive Midfield,Maxime López,"Dec 4, 1997 (24)",,€14.00m
40,,Maxime LópezM. López,,,,
41,,Defensive Midfield,,,,
42,4,Francesco MagnanelliF. Magnanelli Defensive Midfield,Francesco Magnanelli,"Nov 12, 1984 (37)",,€400Th.
43,,Francesco MagnanelliF. Magnanelli,,,,
44,,Defensive Midfield,,,,
45,16,Davide FrattesiD. FrattesiCentral Midfield,Davide Frattesi,"Sep 22, 1999 (22)",,€20.00m
46,,Davide FrattesiD. Frattesi,,,,
47,,Central Midfield,,,,
48,97,Matheus HenriqueMatheus HenriqueCentral Midfield,Matheus Henrique,"Dec 19, 1997 (24)",,€12.00m
49,,Matheus HenriqueMatheus Henrique,,,,
50,,Central Midfield,,,,
51,20,Abdou HarrouiA. HarrouiCentral Midfield,Abdou Harroui,"Jan 13, 1998 (24)",,€3.00m
52,,Abdou HarrouiA. Harroui,,,,
53,,Central Midfield,,,,
54,14,Pedro ObiangP. Obiang Central Midfield,Pedro Obiang,"Mar 27, 1992 (30)",,€2.50m
55,,Pedro ObiangP. Obiang,,,,
56,,Central Midfield,,,,
57,23,Hamed Junior TraorèH. TraorèAttacking Midfield,Hamed Junior Traorè,"Feb 16, 2000 (22)",,€22.00m
58,,Hamed Junior TraorèH. Traorè,,,,
59,,Attacking Midfield,,,,
60,10,Filip DjuričićF. DjuričićAttacking Midfield,Filip Djuričić,"Jan 30, 1992 (30)",,€7.00m
61,,Filip DjuričićF. Djuričić,,,,
62,,Attacking Midfield,,,,
63,15,Emil Konradsen CeideE. CeideLeft Winger,Emil Konradsen Ceide,"Sep 3, 2001 (20)",,€2.00m
64,,Emil Konradsen CeideE. Ceide,,,,
65,,Left Winger,,,,
66,11,Riccardo CiervoR. CiervoLeft Winger,Riccardo Ciervo,"Apr 1, 2002 (20)",,€1.50m
67,,Riccardo CiervoR. Ciervo,,,,
68,,Left Winger,,,,
69,-,Nicolás SchiappacasseN. SchiappacasseLeft Winger,Nicolás Schiappacasse,"Jan 12, 1999 (23)",,
70,,Nicolás SchiappacasseN. Schiappacasse,,,,
71,,Left Winger,,,,
72,25,Domenico BerardiD. BerardiRight Winger,Domenico Berardi,"Aug 1, 1994 (27)",,€35.00m
73,,Domenico BerardiD. Berardi,,,,
74,,Right Winger,,,,
75,7,Brian OddeiB. OddeiRight Winger,Brian Oddei,"Sep 18, 2002 (19)",,€1.00m
76,,Brian OddeiB. Oddei,,,,
77,,Right Winger,,,,
78,18,Giacomo RaspadoriG. RaspadoriSecond Striker,Giacomo Raspadori,"Feb 18, 2000 (22)",,€28.00m
79,,Giacomo RaspadoriG. Raspadori,,,,
80,,Second Striker,,,,
